"SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","F","D","E","R","X","species","year"
4082630000,155131000,0,4536660000,139909000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",1
4082630000,174064000,0,4536660000,139498000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",2
4089150000,105100000,0,4536600000,139087000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",3
4118930000,28646800,0,4536190000,138675000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",4
4158430000,141115000,0,4535150000,138260000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",5
4145750000,53686300,0,4533380000,137841000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",6
4077780000,73187300,0,4530470000,137416000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",7
3998200000,110778000,0,4526310000,136985000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",8
3870550000,140686000,0,4521010000,136548000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",9
3733960000,169027000,0,4514410000,136104000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",10
3624540000,83291500,0,4506610000,135653000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",11
3569640000,52933700,0,4497690000,135195000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",12
3556540000,95889300,0,4487760000,134730000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",13
3523240000,94659700,0,4477020000,134256000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",14
3464930000,39072200,0,4465620000,133776000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",15
3403480000,71623700,0,4453640000,133294000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",16
3323460000,76422800,0,4441130000,132805000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",17
3211870000,102151000,0,4428160000,132317000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",18
3097110000,113289000,0,4414800000,131825000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",19
2993450000,94401600,0,4401060000,131356000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",20
2922400000,170619000,0,4.387e+09,130911000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",21
2883320000,163677000,0,4372660000,130443000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",22
2883900000,158962000,0,4358110000,129946000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",23
2955340000,200769000,0,4343390000,129419000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",24
3076420000,156610000,0,4328530000,128783000,0,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",25
3243080000,73138100,0.07,4313540000,128236000,0.0646743,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",26
3223290000,139306000,0.07,4035690000,126612000,0.0690128,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",27
3177530000,170790000,0.07,3771190000,124877000,0.0725425,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",28
3085770000,123981000,0.07,3524850000,123093000,0.0749653,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",29
3005080000,108754000,0.07,3305120000,120540000,0.0779206,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",30
2938380000,83238800,0.07,3111230000,118462000,0.0811415,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",31
2859510000,189895000,0.07,2937660000,143599000,0.0836179,"F0-D4-E0-R0-X4-cow",1,"F0","D4","E0","R0","X4","cow",32
