"SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50%_Fem_om","Mat_slope_Fem_om","Eggs/kg_inter_Fem_om","Eggs/kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","AgeSel_1P_1_Fishery_om","AgeSel_1P_2_Fishery_om","AgeSel_1P_3_Fishery_om","AgeSel_1P_4_Fishery_om","AgeSel_1P_5_Fishery_om","AgeSel_1P_6_Fishery_om","AgeSel_2P_1_Survey_om","AgeSel_2P_2_Survey_om","AgeSel_2P_3_Survey_om","AgeSel_2P_4_Survey_om","AgeSel_2P_5_Survey_om","AgeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50%_Fem_em","Mat_slope_Fem_em","Eggs/kg_inter_Fem_em","Eggs/kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","AgeSel_1P_1_Fishery_em","AgeSel_1P_2_Fishery_em","AgeSel_1P_3_Fishery_em","AgeSel_1P_4_Fishery_em","AgeSel_1P_5_Fishery_em","AgeSel_1P_6_Fishery_em","AgeSel_2P_1_Survey_em","AgeSel_2P_2_Survey_em","AgeSel_2P_3_Survey_em","AgeSel_2P_4_Survey_em","AgeSel_2P_5_Survey_em","AgeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","F","D","E","R","X","species","max_grad","version","RunTime","hessian"
1.408e+09,170594000,4082630000,0.454168024043325,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,128595000,11635.8,9.16238e-07,0,-252.573,NA,NA,0.0782981,42.2494,11784.7,NA,NA,NA,NA,61.1375,0,0,0,0,0,1509870000,148844000,5450590000,0.385380298279636,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6955,0.65,0.4,0,0,0,0,0,-0.0758291,0,2.73058,-1,0.0133084,15,-999,-999,2.02233,-1,-0.690369,15,-999,-999,128595000,225.281,2.72071e-17,0,-14.05,NA,NA,NA,290.213,NA,NA,NA,NA,NA,-50.9697,0,0.0861638,0.00172328,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",1,"F0","D1","E0","R0","X1","cow",0.000140667,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.534246306914905,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,148811000,11629.8,1.0984e-06,0,-252.573,NA,NA,0.0783099,43.8829,11784.4,NA,NA,NA,NA,53.7653,0,0,0,0,0,1709080000,172128000,5001050000,0.621847412043471,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7611,0.65,0.4,0,0,0,0,0,-0.0684549,0,2.84456,-1,0.0660997,15,-999,-999,2.45886,-1,-0.091654,15,-999,-999,148811000,218.729,5.28852e-17,0,-14.7825,NA,NA,NA,285.951,NA,NA,NA,NA,NA,-52.5121,0,0.070786,0.00141572,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",2,"F0","D1","E0","R0","X1","cow",9.54899e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.449286366876254,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,126631000,11630.4,1.17762e-06,0,-252.573,NA,NA,0.0782743,41.6537,11785.2,NA,NA,NA,NA,55.8427,0,0,0,0,0,1912920000,176624000,4944420000,0.697477156066839,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8045,0.65,0.4,0,0,0,0,0,-0.275521,0,2.70173,-1,0.152866,15,-999,-999,2.54754,-1,0.309116,15,-999,-999,126631000,200.087,1.47665e-17,0,-12.3848,NA,NA,NA,263.124,NA,NA,NA,NA,NA,-50.7209,0,0.0675049,0.0013501,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",3,"F0","D1","E0","R0","X1","cow",0.000977435,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.459456281857528,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,131157000,11626,1.10128e-06,0,-252.573,NA,NA,0.0782843,41.7133,11784.4,NA,NA,NA,NA,52.1152,0,0,0,0,0,1801760000,168939000,5317670000,0.428238307378984,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7627,0.65,0.4,0,0,0,0,0,0.166466,0,2.70568,-1,0.0413551,15,-999,-999,2.36755,-1,-0.000853422,15,-999,-999,131157000,180.471,8.66203e-16,0,-15.1958,NA,NA,NA,252.95,NA,NA,NA,NA,NA,-57.3581,0,0.0734872,0.00146974,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",4,"F0","D1","E0","R0","X1","cow",9.90787e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.58710194164056,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,165782000,11629.2,1.38178e-06,0,-252.573,NA,NA,0.078323,44.1853,11785,NA,NA,NA,NA,52.2571,0,0,0,0,0,1837990000,179080000,5073040000,0.708728888398278,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7525,0.65,0.4,0,0,0,0,0,-0.199178,0,2.56175,-1,-0.179151,15,-999,-999,2.31831,-1,-0.148079,15,-999,-999,165782000,219.146,1.26394e-18,0,-15.4016,NA,NA,NA,280.892,NA,NA,NA,NA,NA,-46.4257,0,0.0795114,0.00159023,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",5,"F0","D1","E0","R0","X1","cow",3.43172e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.511038227809035,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,144295000,11618.1,1.03629e-06,0,-252.573,NA,NA,0.0783003,42.7547,11784.6,NA,NA,NA,NA,42.958,0,0,0,0,0,1631640000,182322000,4870060000,0.441776898025897,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7931,0.65,0.4,0,0,0,0,0,-0.041051,0,2.6139,-1,-0.0143829,15,-999,-999,2.32593,-1,-0.110883,15,-999,-999,144295000,206.101,1.34086e-17,0,-15.4378,NA,NA,NA,275.21,NA,NA,NA,NA,NA,-53.7496,0,0.0768609,0.00153722,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",6,"F0","D1","E0","R0","X1","cow",9.89086e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.643161393513495,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,180168000,11636.1,1.07274e-06,0,-252.573,NA,NA,0.0783448,45.3458,11784.8,NA,NA,NA,NA,58.162,0,0,0,0,0,1763270000,165557000,5191060000,0.579130273971019,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7404,0.65,0.4,0,0,0,0,0,-0.104403,0,2.54041,-1,-0.192394,15,-999,-999,2.61754,-1,0.275319,15,-999,-999,180168000,210.926,8.12302e-18,0,-8.08121,NA,NA,NA,266.7,NA,NA,NA,NA,NA,-47.7657,0,0.072011,0.00144022,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",7,"F0","D1","E0","R0","X1","cow",3.64932e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.58423124309575,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,164501000,11621.8,9.17417e-07,0,-252.573,NA,NA,0.0783288,42.8342,11784.6,NA,NA,NA,NA,46.5654,0,0,0,0,0,1904610000,193371000,4.436e+09,0.65809738503156,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.805,0.65,0.4,0,0,0,0,0,-0.122194,0,2.79805,-1,0.196899,15,-999,-999,2.27354,-1,-0.287308,15,-999,-999,164501000,197.984,1.4327e-17,0,-13.064,NA,NA,NA,264.748,NA,NA,NA,NA,NA,-53.7768,0,0.0750817,0.00150163,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",8,"F0","D1","E0","R0","X1","cow",0.000550554,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.514731925254064,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,146300000,11624.7,1.01558e-06,0,-252.573,NA,NA,0.0783089,42.6479,11784.9,NA,NA,NA,NA,49.3887,0,0,0,0,0,1702500000,192171000,4565540000,0.604149782939148,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7452,0.65,0.4,0,0,0,0,0,-0.146662,0,2.76836,-1,0.148856,15,-999,-999,2.13389,-1,-0.488839,15,-999,-999,146300000,223.458,6.68142e-18,0,-12.8142,NA,NA,NA,284.844,NA,NA,NA,NA,NA,-48.6539,0,0.0802829,0.00160566,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",9,"F0","D1","E0","R0","X1","cow",1.05521e-05,"#V3.24O",NA,FALSE
1.408e+09,170594000,4082630000,0.534481449457825,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,153779000,11630.7,1.42958e-06,0,-252.573,NA,NA,0.0783095,44.6427,11784,NA,NA,NA,NA,54.2586,0,0,0,0,0,1409440000,150038000,4613150000,0.500915860095596,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6552,0.65,0.4,0,0,0,0,0,0.0398413,0,2.58319,-1,-0.39952,15,-999,-999,2.73506,-1,0.487214,15,-999,-999,153779000,224.043,5.71861e-17,0,-14.1306,NA,NA,NA,285.492,NA,NA,NA,NA,NA,-47.3895,0,0.0702537,0.00140507,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",10,"F0","D1","E0","R0","X1","cow",9.44603e-05,"#V3.24O",NA,FALSE
