"SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","F","D","E","R","X","species","year"
4082630000,155131000,0,3925620000,121773000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",1
4082630000,174064000,0,3925620000,121415000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",2
4089150000,105100000,0,3925540000,121056000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",3
4118930000,28646800,0,3925120000,120695000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",4
4158430000,141115000,0,3924120000,120332000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",5
4145750000,53686300,0,3922310000,119966000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",6
4077780000,73187300,0,3919510000,119595000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",7
3998200000,110778000,0,3915720000,119221000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",8
3870550000,140686000,0,3910960000,118844000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",9
3733960000,169027000,0,3905230000,118462000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",10
3624540000,83291500,0,3898610000,118077000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",11
3569640000,52933700,0,3891310000,117686000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",12
3556540000,95889300,0,3883370000,117291000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",13
3523240000,94659700,0,3874840000,116901000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",14
3464930000,39072200,0,3865730000,116511000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",15
3403480000,71623700,0,3856060000,116102000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",16
3323460000,76422800,0,3845920000,115687000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",17
3211870000,102151000,0,3835350000,115288000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",18
3097110000,113289000,0,3824410000,114797000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",19
2993450000,94401600,0,3813150000,114435000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",20
2922400000,170619000,0,3801570000,114056000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",21
2883320000,163677000,0,3789670000,113675000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",22
2883900000,158962000,0,3777610000,113452000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",23
2955340000,200769000,0,3765340000,113017000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",24
3076420000,156610000,0,3753080000,112677000,0,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",25
3243080000,73138100,0.07,3740910000,112033000,0.0606584,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",26
3223290000,139306000,0.07,3516140000,106513000,0.0644337,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",27
3177530000,170790000,0.07,3302790000,103513000,0.0674186,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",28
3085770000,123981000,0.07,3104630000,114256000,0.0693654,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",29
3005080000,108754000,0.07,2923990000,113146000,0.0719299,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",30
2938380000,83238800,0.07,2765940000,96368300,0.0746913,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",31
2859510000,189895000,0.07,2631990000,145571000,0.0765339,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",32
2761490000,137126000,0.07,2509500000,90681900,0.0773453,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",33
2668870000,73213700,0.07,2424380000,93144600,0.0777544,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",34
2626160000,75406200,0.07,2368740000,79024700,0.0794979,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",35
2576610000,124878000,0.07,2273090000,143741000,0.080664,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",36
2492940000,66676100,0.07,2205920000,82691600,0.080518,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",37
2400080000,110057000,0.07,2137770000,85209800,0.0803499,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",38
2312220000,102277000,0.07,2097930000,146479000,0.0790113,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",39
2214520000,85441600,0.07,2021080000,142486000,0.0773388,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",40
2137240000,55200500,0.07,2036950000,78540200,0.0752088,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",41
2.069e+09,70811700,0.07,2043370000,67616200,0.0729932,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",42
1.994e+09,128822000,0.07,2058700000,86099000,0.0689285,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",43
1904860000,117980000,0.07,2060230000,127021000,0.0655309,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",44
1832880000,113072000,0.07,2069250000,127712000,0.0644537,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",45
1804260000,70667300,0.07,2026240000,87005000,0.0653718,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",46
1802920000,189712000,0.07,2033800000,190495000,0.0648663,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",47
1808080000,106123000,0.07,2064060000,114570000,0.0639663,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",48
1826670000,124961000,0.07,2112870000,108643000,0.0631347,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",49
1891840000,87896700,0.07,2205550000,123883000,0.0637315,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",50
1947400000,206460000,0.07,2473720000,200414000,0.0634904,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",51
1994150000,114238000,0.07,2489190000,149920000,0.0627911,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",52
2042540000,66055800,0.07,2620510000,71206800,0.0622655,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",53
2126570000,57567600,0.07,2746440000,53474400,0.0622405,"F0-D2-E0-R0-X2-cow",1,"F0","D2","E0","R0","X2","cow",54
