"","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","AgeSel_1P_1_Fishery_om","AgeSel_1P_2_Fishery_om","AgeSel_1P_3_Fishery_om","AgeSel_1P_4_Fishery_om","AgeSel_1P_5_Fishery_om","AgeSel_1P_6_Fishery_om","AgeSel_2P_1_Survey_om","AgeSel_2P_2_Survey_om","AgeSel_2P_3_Survey_om","AgeSel_2P_4_Survey_om","AgeSel_2P_5_Survey_om","AgeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","AgeSel_1P_1_Fishery_em","AgeSel_1P_2_Fishery_em","AgeSel_1P_3_Fishery_em","AgeSel_1P_4_Fishery_em","AgeSel_1P_5_Fishery_em","AgeSel_1P_6_Fishery_em","AgeSel_2P_1_Survey_em","AgeSel_2P_2_Survey_em","AgeSel_2P_3_Survey_em","AgeSel_2P_4_Survey_em","AgeSel_2P_5_Survey_em","AgeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","F","D","E","R","X","species","max_grad","version","RunTime","hessian","ID"
"11",1.408e+09,170594000,4082630000,0.545814830146254,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,154270000,11786.2,1.1386e-06,0,-252.573,NA,NA,0.0783164,211.518,11784.2,NA,NA,NA,NA,42.7618,0,0,0,0,0,1566410000,174447000,4.393e+09,0.706851809697246,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6894,0.65,0.4,0,0,0,0,0,-0.102166,0,2.70468,-1,0.00909146,15,-999,-999,2.41844,-1,0.0232014,15,-999,-999,154270000,2214.51,5.3586e-18,0,-18.8456,NA,NA,NA,2263.96,NA,NA,NA,NA,NA,-30.6788,0,0.0727692,0.00145538,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",11,"F0","D0","E0","R0","X0","cow",0.147509,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-11"
"12",1.408e+09,170594000,4082630000,0.681582705265968,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,192638000,11808.7,1.00868e-06,0,-252.573,NA,NA,0.078353,218.143,11784.9,NA,NA,NA,NA,57.9527,0,0,0,0,0,1565610000,170672000,4603470000,0.538941276906334,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7017,0.65,0.4,0,0,0,0,0,0.0699989,0,2.70129,-1,0.0170266,15,-999,-999,2.37,-1,-0.032346,15,-999,-999,192638000,2280.09,2.34825e-17,0,-15.5725,NA,NA,NA,2309.92,NA,NA,NA,NA,NA,-14.3306,0,0.0739736,0.00147947,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",12,"F0","D0","E0","R0","X0","cow",0.0289881,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-12"
"13",1.408e+09,170594000,4082630000,0.510178487886485,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,143909000,11789.8,9.04877e-07,0,-252.573,NA,NA,0.0783016,212.443,11783.6,NA,NA,NA,NA,46.0246,0,0,0,0,0,1741150000,193551000,4747230000,0.477215133878072,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7605,0.65,0.4,0,0,0,0,0,-0.0114171,0,2.67806,-1,-0.0126512,15,-999,-999,2.38113,-1,-0.0242096,15,-999,-999,143909000,2258.05,6.66507e-18,0,-19.0074,NA,NA,NA,2303.55,NA,NA,NA,NA,NA,-26.5719,0,0.0743001,0.001486,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",13,"F0","D0","E0","R0","X0","cow",0.0358456,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-13"
"14",1.408e+09,170594000,4082630000,0.534912544119844,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,150397000,11780.2,9.47108e-07,0,-252.573,NA,NA,0.0783056,211.042,11784,NA,NA,NA,NA,37.3791,0,0,0,0,0,1599080000,174495000,4653360000,0.437879295820654,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.727,0.65,0.4,0,0,0,0,0,0.0320063,0,2.70174,-1,0.000995431,15,-999,-999,2.40233,-1,0.00800273,15,-999,-999,150397000,2348.95,1.66326e-17,0,-18.2698,NA,NA,NA,2400.17,NA,NA,NA,NA,NA,-33.0296,0,0.0732534,0.00146507,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",14,"F0","D0","E0","R0","X0","cow",0.222268,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-14"
"15",1.408e+09,170594000,4082630000,0.449161447400328,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127328000,11792.1,1.12791e-06,0,-252.573,NA,NA,0.0782829,211.592,11784.2,NA,NA,NA,NA,48.4975,0,0,0,0,0,1591040000,166959000,4311920000,0.501873875211043,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6651,0.65,0.4,0,0,0,0,0,0.063399,0,2.69255,-1,0.00227262,15,-999,-999,2.4032,-1,0.00580059,15,-999,-999,127328000,2378.21,6.19663e-18,0,-13.8378,NA,NA,NA,2418.27,NA,NA,NA,NA,NA,-26.2994,0,0.0733751,0.0014675,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",15,"F0","D0","E0","R0","X0","cow",0.205155,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-15"
"16",1.408e+09,170594000,4082630000,0.75079544313347,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,216205000,11800.3,9.73659e-07,0,-252.573,NA,NA,0.0783562,217.307,11784.6,NA,NA,NA,NA,50.6279,0,0,0,0,0,1576550000,174142000,4369080000,0.577451088100927,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6912,0.65,0.4,0,0,0,0,0,0.13909,0,2.69867,-1,-0.00217165,15,-999,-999,2.38541,-1,-0.00676999,15,-999,-999,216205000,2229.16,6.73068e-17,0,-12.1984,NA,NA,NA,2265.4,NA,NA,NA,NA,NA,-24.1165,0,0.0737107,0.00147421,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",16,"F0","D0","E0","R0","X0","cow",2.42671e-05,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-16"
"17",1.408e+09,170594000,4082630000,0.517595275594409,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,145464000,11785.2,7.61108e-07,0,-252.573,NA,NA,0.0783059,211.733,11784.3,NA,NA,NA,NA,41.3784,0,0,0,0,0,1623080000,182235000,4632090000,0.451536995179282,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7395,0.65,0.4,0,0,0,0,0,0.102016,0,2.69245,-1,-0.0134364,15,-999,-999,2.40213,-1,0.0167716,15,-999,-999,145464000,2251.04,1.26399e-17,0,-17.5364,NA,NA,NA,2299.01,NA,NA,NA,NA,NA,-30.5129,0,0.0734335,0.00146867,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",17,"F0","D0","E0","R0","X0","cow",0.0763719,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-17"
"18",1.408e+09,170594000,4082630000,0.58747425066685,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,164861000,11800.1,1.08523e-06,0,-252.573,NA,NA,0.0783187,214.75,11785.2,NA,NA,NA,NA,52.4407,0,0,0,0,0,1.841e+09,195798000,5129180000,0.737556490511154,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8228,0.65,0.4,0,0,0,0,0,-0.256565,0,2.6817,-1,-0.0184846,15,-999,-999,1.83225,-1,-0.997621,15,-999,-999,164861000,2386.09,1.35121e-18,0,-13.3808,NA,NA,NA,2419.5,NA,NA,NA,NA,NA,-20.1285,0,0.0947726,0.00189545,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",18,"F0","D0","E0","R0","X0","cow",2.65163,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-18"
"19",1.408e+09,170594000,4082630000,0.452573463674151,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,128024000,11819.7,1.25192e-06,0,-252.573,NA,NA,0.0782805,215.192,11785.9,NA,NA,NA,NA,70.8261,0,0,0,0,0,1551660000,176861000,4422620000,0.709925338374086,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6845,0.65,0.4,0,0,0,0,0,-0.323151,0,2.69055,-1,-0.0233615,15,-999,-999,2.39787,-1,-0.0100736,15,-999,-999,128024000,2250.18,3.65674e-18,0,-15.5756,NA,NA,NA,2272.74,NA,NA,NA,NA,NA,-7.05945,0,0.0738332,0.00147666,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",19,"F0","D0","E0","R0","X0","cow",4.68748,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-19"
"20",1.408e+09,170594000,4082630000,0.387186690932071,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,110244000,11798.4,1.42511e-06,0,-252.573,NA,NA,0.0782825,209.596,11784.6,NA,NA,NA,NA,56.427,0,0,0,0,0,1497270000,165514000,4359960000,0.511880842943513,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6661,0.65,0.4,0,0,0,0,0,-0.0875195,0,2.69028,-1,-0.021811,15,-999,-999,2.40141,-1,0.00815543,15,-999,-999,110244000,2370.52,4.18728e-18,0,-12.5558,NA,NA,NA,2403.08,NA,NA,NA,NA,NA,-20.0865,0,0.0736167,0.00147233,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",20,"F0","D0","E0","R0","X0","cow",0.0483774,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-20"
"21",1.408e+09,170594000,4082630000,0.437764382273192,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,124184000,11793.7,1.01625e-06,0,-252.573,NA,NA,0.078284,210.258,11785.2,NA,NA,NA,NA,50.5516,0,0,0,0,0,1555020000,169911000,4481100000,0.63164401597822,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6826,0.65,0.4,0,0,0,0,0,-0.225373,0,2.69389,-1,0.00168753,15,-999,-999,2.40663,-1,0.0048242,15,-999,-999,124184000,2315.84,4.61304e-18,0,-11.1409,NA,NA,NA,2351.89,NA,NA,NA,NA,NA,-24.9861,0,0.0733162,0.00146632,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",21,"F0","D0","E0","R0","X0","cow",2.32223,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-21"
"22",1.408e+09,170594000,4082630000,0.448794037177016,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,126845000,11809.5,1.16201e-06,0,-252.573,NA,NA,0.0782954,214.56,11785.6,NA,NA,NA,NA,61.58,0,0,0,0,0,1556630000,172913000,4494580000,0.558020994175207,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6939,0.65,0.4,0,0,0,0,0,-0.205989,0,2.69793,-1,0.00292793,15,-999,-999,2.43215,-1,0.048233,15,-999,-999,126845000,2228.45,5.00789e-18,0,-17.0556,NA,NA,NA,2257.49,NA,NA,NA,NA,NA,-12.0629,0,0.0724975,0.00144995,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",22,"F0","D0","E0","R0","X0","cow",2.24123,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-22"
"23",1.408e+09,170594000,4082630000,0.578181221418546,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,162794000,11785.9,1.11128e-06,0,-252.573,NA,NA,0.0783287,212.679,11784.2,NA,NA,NA,NA,41.2949,0,0,0,0,0,1671470000,183183000,4790680000,0.632475974183206,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7699,0.65,0.4,0,0,0,0,0,-0.122467,0,2.68791,-1,-0.00528466,15,-999,-999,1.83385,-1,-1.00719,15,-999,-999,162794000,2426.65,2.29139e-18,0,-12.458,NA,NA,NA,2469.56,NA,NA,NA,NA,NA,-30.5536,0,0.094662,0.00189324,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",23,"F0","D0","E0","R0","X0","cow",0.088749,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-23"
"24",1.408e+09,170594000,4082630000,0.607799384220466,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,170357000,11798.4,9.76522e-07,0,-252.573,NA,NA,0.0783328,216.95,11784.7,NA,NA,NA,NA,48.974,0,0,0,0,0,1690670000,188029000,4745460000,0.704150914769063,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7696,0.65,0.4,0,0,0,0,0,-0.235463,0,2.66818,-1,-0.044261,15,-999,-999,1.83482,-1,-0.988382,15,-999,-999,170357000,2381.37,2.05795e-18,0,-9.90378,NA,NA,NA,2412.6,NA,NA,NA,NA,NA,-21.4232,0,0.0950048,0.0019001,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",24,"F0","D0","E0","R0","X0","cow",0.46968,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-24"
"25",1.408e+09,170594000,4082630000,0.452193806443396,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,127559000,11804.7,1.25607e-06,0,-252.573,NA,NA,0.0782807,212.978,11785,NA,NA,NA,NA,58.9351,0,0,0,0,0,1531930000,169174000,4330230000,0.756484066666205,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6652,0.65,0.4,0,0,0,0,0,-0.360377,0,2.70035,-1,-0.0165834,15,-999,-999,2.38195,-1,-0.0219468,15,-999,-999,127559000,2255.73,3.34205e-18,0,-13.4863,NA,NA,NA,2289.26,NA,NA,NA,NA,NA,-20.1215,0,0.0739898,0.0014798,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D0-E0-R0-X0-cow",25,"F0","D0","E0","R0","X0","cow",0.596472,"#V3.24O",NA,FALSE,"F0-D0-E0-R0-X0-cow-25"
"26",1.408e+09,170594000,4082630000,0.454168024043325,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,128595000,11635.8,9.16238e-07,0,-252.573,NA,NA,0.0782981,42.2494,11784.7,NA,NA,NA,NA,61.1375,0,0,0,0,0,1509870000,148844000,5450590000,0.385380298279636,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.6955,0.65,0.4,0,0,0,0,0,-0.0758291,0,2.73058,-1,0.0133084,15,-999,-999,2.02233,-1,-0.690369,15,-999,-999,128595000,225.281,2.72071e-17,0,-14.05,NA,NA,NA,290.213,NA,NA,NA,NA,NA,-50.9697,0,0.0861638,0.00172328,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",1,"F0","D1","E0","R0","X1","cow",0.000140667,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-1"
"27",1.408e+09,170594000,4082630000,0.534246306914905,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,148811000,11629.8,1.0984e-06,0,-252.573,NA,NA,0.0783099,43.8829,11784.4,NA,NA,NA,NA,53.7653,0,0,0,0,0,1709080000,172128000,5001050000,0.621847412043471,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7611,0.65,0.4,0,0,0,0,0,-0.0684549,0,2.84456,-1,0.0660997,15,-999,-999,2.45886,-1,-0.091654,15,-999,-999,148811000,218.729,5.28852e-17,0,-14.7825,NA,NA,NA,285.951,NA,NA,NA,NA,NA,-52.5121,0,0.070786,0.00141572,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",2,"F0","D1","E0","R0","X1","cow",9.54899e-05,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-2"
"28",1.408e+09,170594000,4082630000,0.449286366876254,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,126631000,11630.4,1.17762e-06,0,-252.573,NA,NA,0.0782743,41.6537,11785.2,NA,NA,NA,NA,55.8427,0,0,0,0,0,1912920000,176624000,4944420000,0.697477156066839,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.8045,0.65,0.4,0,0,0,0,0,-0.275521,0,2.70173,-1,0.152866,15,-999,-999,2.54754,-1,0.309116,15,-999,-999,126631000,200.087,1.47665e-17,0,-12.3848,NA,NA,NA,263.124,NA,NA,NA,NA,NA,-50.7209,0,0.0675049,0.0013501,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",3,"F0","D1","E0","R0","X1","cow",0.000977435,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-3"
"29",1.408e+09,170594000,4082630000,0.459456281857528,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,131157000,11626,1.10128e-06,0,-252.573,NA,NA,0.0782843,41.7133,11784.4,NA,NA,NA,NA,52.1152,0,0,0,0,0,1801760000,168939000,5317670000,0.428238307378984,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7627,0.65,0.4,0,0,0,0,0,0.166466,0,2.70568,-1,0.0413551,15,-999,-999,2.36755,-1,-0.000853422,15,-999,-999,131157000,180.471,8.66203e-16,0,-15.1958,NA,NA,NA,252.95,NA,NA,NA,NA,NA,-57.3581,0,0.0734872,0.00146974,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",4,"F0","D1","E0","R0","X1","cow",9.90787e-05,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-4"
"30",1.408e+09,170594000,4082630000,0.58710194164056,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,165782000,11629.2,1.38178e-06,0,-252.573,NA,NA,0.078323,44.1853,11785,NA,NA,NA,NA,52.2571,0,0,0,0,0,1837990000,179080000,5073040000,0.708728888398278,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7525,0.65,0.4,0,0,0,0,0,-0.199178,0,2.56175,-1,-0.179151,15,-999,-999,2.31831,-1,-0.148079,15,-999,-999,165782000,219.146,1.26394e-18,0,-15.4016,NA,NA,NA,280.892,NA,NA,NA,NA,NA,-46.4257,0,0.0795114,0.00159023,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",5,"F0","D1","E0","R0","X1","cow",3.43172e-05,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-5"
"31",1.408e+09,170594000,4082630000,0.511038227809035,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,144295000,11618.1,1.03629e-06,0,-252.573,NA,NA,0.0783003,42.7547,11784.6,NA,NA,NA,NA,42.958,0,0,0,0,0,1631640000,182322000,4870060000,0.441776898025897,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7931,0.65,0.4,0,0,0,0,0,-0.041051,0,2.6139,-1,-0.0143829,15,-999,-999,2.32593,-1,-0.110883,15,-999,-999,144295000,206.101,1.34086e-17,0,-15.4378,NA,NA,NA,275.21,NA,NA,NA,NA,NA,-53.7496,0,0.0768609,0.00153722,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",6,"F0","D1","E0","R0","X1","cow",9.89086e-05,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-6"
"32",1.408e+09,170594000,4082630000,0.643161393513495,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7,0.65,0.4,0,0,0,0,0,0,0,2.7,-1,0,15,-999,-999,2.4,-1,0,15,-999,-999,180168000,11636.1,1.07274e-06,0,-252.573,NA,NA,0.0783448,45.3458,11784.8,NA,NA,NA,NA,58.162,0,0,0,0,0,1763270000,165557000,5191060000,0.579130273971019,0,0.2,20,132,0.2,0.1,0.1,6.8e-06,3.101,1.886,-4.89923,1,0,0,0,0,1,18.7404,0.65,0.4,0,0,0,0,0,-0.104403,0,2.54041,-1,-0.192394,15,-999,-999,2.61754,-1,0.275319,15,-999,-999,180168000,210.926,8.12302e-18,0,-8.08121,NA,NA,NA,266.7,NA,NA,NA,NA,NA,-47.7657,0,0.072011,0.00144022,0,0,NA,NA,NA,NA,NA,NA,NA,"F0-D1-E0-R0-X1-cow",7,"F0","D1","E0","R0","X1","cow",3.64932e-05,"#V3.24O",NA,FALSE,"F0-D1-E0-R0-X1-cow-7"
