"SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","F","D","E","R","X","species","year"
4082630000,155131000,0,4209670000,124204000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",1
4082630000,174064000,0,4209670000,123924000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",2
4089150000,105100000,0,4209990000,123659000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",3
4118930000,28646800,0,4210760000,123409000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",4
4158430000,141115000,0,4211500000,123173000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",5
4145750000,53686300,0,4211860000,122953000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",6
4077780000,73187300,0,4211650000,122800000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",7
3998200000,110778000,0,4210720000,122608000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",8
3870550000,140686000,0,4209270000,122434000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",9
3733960000,169027000,0,4207040000,122328000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",10
3624540000,83291500,0,4204570000,122249000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",11
3569640000,52933700,0,4201200000,122172000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",12
3556540000,95889300,0,4197570000,122120000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",13
3523240000,94659700,0,4193760000,122203000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",14
3464930000,39072200,0,4189930000,122266000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",15
3403480000,71623700,0,4186340000,122523000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",16
3323460000,76422800,0,4183300000,122780000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",17
3211870000,102151000,0,4180310000,122992000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",18
3097110000,113289000,0,4178010000,123367000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",19
2993450000,94401600,0,4176640000,123852000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",20
2922400000,170619000,0,4176310000,124072000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",21
2883320000,163677000,0,4177330000,124904000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",22
2883900000,158962000,0,4179630000,125850000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",23
2955340000,200769000,0,4183370000,126849000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",24
3076420000,156610000,0,4189010000,128788000,0,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",25
3243080000,73138100,0.07,4197070000,123925000,0.0616447,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",26
3223290000,139306000,0.07,3964680000,119278000,0.0651375,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",27
3177530000,170790000,0.07,3745670000,121259000,0.0677233,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",28
3085770000,123981000,0.07,3541300000,108291000,0.0692193,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",29
3005080000,108754000,0.07,3356610000,108269000,0.0712512,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",30
2938380000,83238800,0.07,3185620000,85981800,0.0735561,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",31
2859510000,189895000,0.07,3021770000,110572000,0.0753343,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",32
2761490000,137126000,0.07,2860090000,127428000,0.0766485,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",33
2668870000,73213700,0.07,2706860000,88760900,0.0785187,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",34
2626160000,75406200,0.07,2591810000,101819000,0.0813276,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",35
2576610000,124878000,0.07,2492980000,131135000,0.0827772,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",36
2492940000,66676100,0.07,2389360000,67166100,0.0828856,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",37
2400080000,110057000,0.07,2321260000,85039400,0.0820833,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",38
2312220000,102277000,0.07,2255330000,129599000,0.0810056,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",39
2214520000,85441600,0.07,2176340000,124162000,0.0800667,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",40
2137240000,55200500,0.07,2119770000,67724000,0.080105,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",41
2.069e+09,70811700,0.07,2113340000,67557000,0.0778267,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",42
1.994e+09,128822000,0.07,2107250000,106895000,0.0745639,"F0-D3-E0-R0-X3-cow",1,"F0","D3","E0","R0","X3","cow",43
