"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","F","G","X","species","year","ID"
"1",580652000,322.057,0,566919000,326.71,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",1,"D1-F0-G0-X1-yellow-age-1"
"2",580653000,371.916,0,566920000,389.134,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",2,"D1-F0-G0-X1-yellow-age-1"
"3",580656000,197.899,0,566924000,215.918,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",3,"D1-F0-G0-X1-yellow-age-1"
"4",580659000,38.9278,0,566928000,53.014,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",4,"D1-F0-G0-X1-yellow-age-1"
"5",580662000,285.228,0,566934000,294.634,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",5,"D1-F0-G0-X1-yellow-age-1"
"6",580669000,85.2664,0,566947000,94.4617,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",6,"D1-F0-G0-X1-yellow-age-1"
"7",580678000,125.949,0,566966000,127.106,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",7,"D1-F0-G0-X1-yellow-age-1"
"8",580693000,212.166,0,566999000,213.324,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",8,"D1-F0-G0-X1-yellow-age-1"
"9",580716000,287.657,0,567053000,309.225,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",9,"D1-F0-G0-X1-yellow-age-1"
"10",580749000,364.173,0,567140000,388.91,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",10,"D1-F0-G0-X1-yellow-age-1"
"11",580790000,151.182,0,567273000,163.809,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",11,"D1-F0-G0-X1-yellow-age-1"
"12",580825000,86.0332,0,567457000,85.6733,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",12,"D1-F0-G0-X1-yellow-age-1"
"13",580820000,180.932,0,567686000,193.237,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",13,"D1-F0-G0-X1-yellow-age-1"
"14",580696000,178.343,0,567913000,197.727,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",14,"D1-F0-G0-X1-yellow-age-1"
"15",580301000,59.1812,0,568014000,65.0521,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",15,"D1-F0-G0-X1-yellow-age-1"
"16",579407000,126.611,0,567780000,136.904,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",16,"D1-F0-G0-X1-yellow-age-1"
"17",577758000,137.828,0,566950000,148.132,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",17,"D1-F0-G0-X1-yellow-age-1"
"18",575162000,199.183,0,565308000,209.023,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",18,"D1-F0-G0-X1-yellow-age-1"
"19",571593000,227.97,0,562788000,233.759,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",19,"D1-F0-G0-X1-yellow-age-1"
"20",567212000,182.381,0,559514000,192.403,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",20,"D1-F0-G0-X1-yellow-age-1"
"21",562309000,383.153,0,555751000,396.595,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",21,"D1-F0-G0-X1-yellow-age-1"
"22",557194000,363.781,0,551802000,376.016,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",22,"D1-F0-G0-X1-yellow-age-1"
"23",552073000,349.653,0,547873000,369.649,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",23,"D1-F0-G0-X1-yellow-age-1"
"24",546966000,464.176,0,543983000,492.852,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",24,"D1-F0-G0-X1-yellow-age-1"
"25",541719000,336.244,0,539964000,360.316,0,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",25,"D1-F0-G0-X1-yellow-age-1"
"26",536106000,127.939,0.04208,535574000,132.868,0.0439021,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",26,"D1-F0-G0-X1-yellow-age-1"
"27",509337000,281.664,0.04208,509204000,299.63,0.0439882,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",27,"D1-F0-G0-X1-yellow-age-1"
"28",483649000,357.848,0.04208,483859000,371.364,0.0440742,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",28,"D1-F0-G0-X1-yellow-age-1"
"29",459211000,236.74,0.04208,459714000,249.731,0.0439474,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",29,"D1-F0-G0-X1-yellow-age-1"
"30",436334000,198.267,0.04208,437171000,208.166,0.0437559,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",30,"D1-F0-G0-X1-yellow-age-1"
"31",415408000,139.941,0.04208,416646000,157.017,0.0435745,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",31,"D1-F0-G0-X1-yellow-age-1"
"32",396832000,387.597,0.04208,398529000,414.467,0.0443899,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",32,"D1-F0-G0-X1-yellow-age-1"
"33",380926000,255.761,0.04208,382797000,262.342,0.0438178,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",33,"D1-F0-G0-X1-yellow-age-1"
"34",367868000,115.964,0.04208,370153000,123.135,0.0432039,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",34,"D1-F0-G0-X1-yellow-age-1"
"35",357660000,119.347,0.04208,360598000,127.918,0.043415,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",35,"D1-F0-G0-X1-yellow-age-1"
"36",350091000,223.182,0.04208,353652000,241.359,0.043771,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",36,"D1-F0-G0-X1-yellow-age-1"
"37",344724000,102.015,0.04208,348843000,104.279,0.042899,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",37,"D1-F0-G0-X1-yellow-age-1"
"38",340940000,191.803,0.04208,345915000,206.771,0.0434991,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",38,"D1-F0-G0-X1-yellow-age-1"
"39",338068000,176.086,0.04208,343715000,186.753,0.0431409,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",39,"D1-F0-G0-X1-yellow-age-1"
"40",335512000,141.826,0.04208,341904000,152.83,0.0431542,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",40,"D1-F0-G0-X1-yellow-age-1"
"41",332863000,82.6828,0.04208,339932000,88.268,0.0432772,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",41,"D1-F0-G0-X1-yellow-age-1"
"42",329912000,113.492,0.04208,337544000,117.412,0.0431987,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",42,"D1-F0-G0-X1-yellow-age-1"
"43",326585000,241.327,0.04208,334726000,254.078,0.0429146,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",43,"D1-F0-G0-X1-yellow-age-1"
"44",322870000,218.131,0.04208,331532000,239.39,0.0431972,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",44,"D1-F0-G0-X1-yellow-age-1"
"45",318773000,208.17,0.04208,327809000,216.672,0.0430142,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",45,"D1-F0-G0-X1-yellow-age-1"
"46",314297000,115.512,0.04208,323701000,121.434,0.0427408,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",46,"D1-F0-G0-X1-yellow-age-1"
"47",309408000,394.147,0.04208,319195000,417.289,0.0427992,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",47,"D1-F0-G0-X1-yellow-age-1"
"48",304036000,188.943,0.04208,314118000,201.198,0.042535,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",48,"D1-F0-G0-X1-yellow-age-1"
"49",298137000,228.859,0.04208,308513000,245.504,0.0426509,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",49,"D1-F0-G0-X1-yellow-age-1"
"50",291764000,144.287,0.04208,302333000,158.142,0.0424612,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",50,"D1-F0-G0-X1-yellow-age-1"
"51",285052000,411.153,0.04208,295807000,433.454,0.0427625,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",51,"D1-F0-G0-X1-yellow-age-1"
"52",278172000,192.478,0.04208,288985000,197.548,0.0425322,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",52,"D1-F0-G0-X1-yellow-age-1"
"53",271290000,95.1672,0.04208,282188000,101.61,0.0423878,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",53,"D1-F0-G0-X1-yellow-age-1"
"54",264575000,78.2053,0.04208,275566000,84.5387,0.0420372,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",54,"D1-F0-G0-X1-yellow-age-1"
"55",258212000,194.475,0.04208,269361000,201.99,0.0421732,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",55,"D1-F0-G0-X1-yellow-age-1"
"56",252406000,146.84,0.04208,263668000,159.337,0.0419354,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",56,"D1-F0-G0-X1-yellow-age-1"
"57",247366000,116.497,0.04208,258801000,124.301,0.0420641,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",57,"D1-F0-G0-X1-yellow-age-1"
"58",243256000,73.5639,0.04208,254849000,78.0543,0.0418331,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",58,"D1-F0-G0-X1-yellow-age-1"
"59",240141000,328.105,0.04208,251968000,342.211,0.041937,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",59,"D1-F0-G0-X1-yellow-age-1"
"60",237982000,93.605,0.04208,250044000,102.727,0.0420428,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",60,"D1-F0-G0-X1-yellow-age-1"
"61",236656000,401.993,0.04208,248951000,418.595,0.0423568,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",61,"D1-F0-G0-X1-yellow-age-1"
"62",235974000,164.767,0.04208,248450000,176.503,0.0418257,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",62,"D1-F0-G0-X1-yellow-age-1"
"63",235685000,67.7009,0.04208,248460000,71.8072,0.0416322,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",63,"D1-F0-G0-X1-yellow-age-1"
"64",235521000,243.666,0.04208,248616000,259.009,0.0423876,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",64,"D1-F0-G0-X1-yellow-age-1"
"65",235213000,173.628,0.04208,248425000,185.116,0.0421778,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",65,"D1-F0-G0-X1-yellow-age-1"
"66",234501000,245.057,0.04208,247819000,257.04,0.0418744,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",66,"D1-F0-G0-X1-yellow-age-1"
"67",233185000,286.149,0.04208,246606000,305.126,0.0418699,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",67,"D1-F0-G0-X1-yellow-age-1"
"68",231191000,109.382,0.04208,244648000,113.195,0.0415163,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",68,"D1-F0-G0-X1-yellow-age-1"
"69",228627000,144.291,0.04208,242140000,155.626,0.0422822,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",69,"D1-F0-G0-X1-yellow-age-1"
"70",225745000,84.7399,0.04208,239108000,97.2765,0.0416589,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",70,"D1-F0-G0-X1-yellow-age-1"
"71",222852000,160.75,0.04208,236186000,170.285,0.0419078,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",71,"D1-F0-G0-X1-yellow-age-1"
"72",220252000,136.485,0.04208,233501000,148.239,0.0415971,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",72,"D1-F0-G0-X1-yellow-age-1"
"73",218180000,212.355,0.04208,231420000,230.724,0.0419881,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",73,"D1-F0-G0-X1-yellow-age-1"
"74",216750000,212.462,0.04208,229923000,229.409,0.0419685,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",74,"D1-F0-G0-X1-yellow-age-1"
"75",215914000,191.326,0.04208,229050000,212.111,0.0416887,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",75,"D1-F0-G0-X1-yellow-age-1"
"76",215494000,380.641,0.04208,228673000,419.865,0.0420854,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",76,"D1-F0-G0-X1-yellow-age-1"
"77",215295000,117.885,0.04208,228454000,126.006,0.0415031,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",77,"D1-F0-G0-X1-yellow-age-1"
"78",215166000,78.8146,0.04208,228437000,89.3311,0.0415741,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",78,"D1-F0-G0-X1-yellow-age-1"
"79",215031000,72.4367,0.04208,228409000,75.8641,0.0417896,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",79,"D1-F0-G0-X1-yellow-age-1"
"80",214826000,203.785,0.04208,228277000,230.453,0.0421515,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",80,"D1-F0-G0-X1-yellow-age-1"
"81",214459000,63.5099,0.04208,227916000,61.3834,0.0414474,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",81,"D1-F0-G0-X1-yellow-age-1"
"82",213806000,276.703,0.04208,227415000,321.605,0.0418586,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",82,"D1-F0-G0-X1-yellow-age-1"
"83",212789000,185.434,0.04208,226472000,200.227,0.0417373,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",83,"D1-F0-G0-X1-yellow-age-1"
"84",211442000,102.335,0.04208,225238000,113.881,0.0414394,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",84,"D1-F0-G0-X1-yellow-age-1"
"85",209928000,66.9309,0.04208,223921000,77.5917,0.0411832,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",85,"D1-F0-G0-X1-yellow-age-1"
"86",208493000,121.041,0.04208,222773000,134.193,0.0413648,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",86,"D1-F0-G0-X1-yellow-age-1"
"87",207362000,118.711,0.04208,221943000,136.797,0.0410054,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",87,"D1-F0-G0-X1-yellow-age-1"
"88",206642000,90.2302,0.04208,221649000,115.597,0.0408174,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",88,"D1-F0-G0-X1-yellow-age-1"
"89",206273000,169.044,0.04208,221789000,182.732,0.0410599,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",89,"D1-F0-G0-X1-yellow-age-1"
"90",206040000,323.189,0.04208,222039000,363.924,0.0418101,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",90,"D1-F0-G0-X1-yellow-age-1"
"91",205642000,147.034,0.04208,221973000,161.289,0.0404857,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",91,"D1-F0-G0-X1-yellow-age-1"
"92",204818000,108.519,0.04208,221705000,133.879,0.0407226,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",92,"D1-F0-G0-X1-yellow-age-1"
"93",203470000,140.756,0.04208,220817000,140.035,0.0407931,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",93,"D1-F0-G0-X1-yellow-age-1"
"94",201680000,77.5883,0.04208,219428000,137.564,0.0410051,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",94,"D1-F0-G0-X1-yellow-age-1"
"95",199617000,141.351,0.04208,217699000,226.596,0.0401169,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",95,"D1-F0-G0-X1-yellow-age-1"
"96",197431000,141.138,0.04208,216007000,237.247,0.0402913,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",96,"D1-F0-G0-X1-yellow-age-1"
"97",195174000,158.553,0.04208,214198000,342.261,0.0401671,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",97,"D1-F0-G0-X1-yellow-age-1"
"98",192817000,176.833,0.04208,212298000,371.728,0.0400677,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",98,"D1-F0-G0-X1-yellow-age-1"
"99",190329000,327.35,0.04208,210271000,400.349,0.0396893,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",99,"D1-F0-G0-X1-yellow-age-1"
"100",187760000,187.324,0.04208,208229000,599.157,0.0397747,"D1-F0-G0-X1-yellow-age",1,"D1","F0","G0","X1","yellow-age",100,"D1-F0-G0-X1-yellow-age-1"
"101",580652000,385.163,0,593956000,395.759,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",1,"D1-F0-G0-X1-yellow-age-2"
"102",580654000,204.832,0,593958000,214.545,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",2,"D1-F0-G0-X1-yellow-age-2"
"103",580657000,816.227,0,593961000,856.017,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",3,"D1-F0-G0-X1-yellow-age-2"
"104",580670000,259.068,0,593975000,264.727,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",4,"D1-F0-G0-X1-yellow-age-2"
"105",580689000,160.936,0,593995000,162.242,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",5,"D1-F0-G0-X1-yellow-age-2"
"106",580722000,302.902,0,594031000,319.279,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",6,"D1-F0-G0-X1-yellow-age-2"
"107",580784000,122.91,0,594098000,133.533,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",7,"D1-F0-G0-X1-yellow-age-2"
"108",580893000,116.32,0,594214000,129.111,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",8,"D1-F0-G0-X1-yellow-age-2"
"109",581082000,181.382,0,594418000,193.833,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",9,"D1-F0-G0-X1-yellow-age-2"
"110",581405000,171.981,0,594765000,176.352,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",10,"D1-F0-G0-X1-yellow-age-2"
"111",581938000,79.9302,0,595339000,81.4178,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",11,"D1-F0-G0-X1-yellow-age-2"
"112",582791000,138.83,0,596259000,146.558,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",12,"D1-F0-G0-X1-yellow-age-2"
"113",584101000,114.857,0,597675000,126.041,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",13,"D1-F0-G0-X1-yellow-age-2"
"114",586007000,559.33,0,599739000,596.057,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",14,"D1-F0-G0-X1-yellow-age-2"
"115",588595000,254.113,0,602552000,254.544,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",15,"D1-F0-G0-X1-yellow-age-2"
"116",591796000,383.421,0,606050000,410.787,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",16,"D1-F0-G0-X1-yellow-age-2"
"117",595323000,592.564,0,609938000,626.09,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",17,"D1-F0-G0-X1-yellow-age-2"
"118",598639000,389.89,0,613661000,406.828,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",18,"D1-F0-G0-X1-yellow-age-2"
"119",601081000,358.305,0,616525000,361.769,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",19,"D1-F0-G0-X1-yellow-age-2"
"120",602079000,233.004,0,617937000,251.643,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",20,"D1-F0-G0-X1-yellow-age-2"
"121",601328000,169.976,0,617578000,185.28,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",21,"D1-F0-G0-X1-yellow-age-2"
"122",598850000,290.949,0,615465000,305.224,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",22,"D1-F0-G0-X1-yellow-age-2"
"123",594940000,502.976,0,611893000,514.085,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",23,"D1-F0-G0-X1-yellow-age-2"
"124",590090000,399.492,0,607361000,402.059,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",24,"D1-F0-G0-X1-yellow-age-2"
"125",584914000,346.155,0,602498000,342.513,0,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",25,"D1-F0-G0-X1-yellow-age-2"
"126",580103000,103.868,0.04208,598023000,114.351,0.0427977,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",26,"D1-F0-G0-X1-yellow-age-2"
"127",554010000,450.128,0.04208,571251000,468.14,0.0427681,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",27,"D1-F0-G0-X1-yellow-age-2"
"128",531309000,153.813,0.04208,548029000,161.694,0.0425859,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",28,"D1-F0-G0-X1-yellow-age-2"
"129",512180000,206.428,0.04208,528610000,216.844,0.042017,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",29,"D1-F0-G0-X1-yellow-age-2"
"130",496423000,162.423,0.04208,512936000,162.401,0.0427599,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",30,"D1-F0-G0-X1-yellow-age-2"
"131",483492000,181.612,0.04208,499807000,195.099,0.0423389,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",31,"D1-F0-G0-X1-yellow-age-2"
"132",472639000,157.75,0.04208,488972000,159.279,0.0425096,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",32,"D1-F0-G0-X1-yellow-age-2"
"133",463082000,538.596,0.04208,479338000,565.261,0.0427919,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",33,"D1-F0-G0-X1-yellow-age-2"
"134",454221000,411.873,0.04208,470234000,428.028,0.0428851,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",34,"D1-F0-G0-X1-yellow-age-2"
"135",445758000,205.995,0.04208,461432000,214.675,0.0426544,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",35,"D1-F0-G0-X1-yellow-age-2"
"136",437680000,132.23,0.04208,453049000,138.757,0.0421765,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",36,"D1-F0-G0-X1-yellow-age-2"
"137",430077000,239.342,0.04208,445263000,249.339,0.0420101,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",37,"D1-F0-G0-X1-yellow-age-2"
"138",422924000,321.877,0.04208,437921000,331.308,0.042859,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",38,"D1-F0-G0-X1-yellow-age-2"
"139",416021000,168.981,0.04208,430444000,171.408,0.0425545,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",39,"D1-F0-G0-X1-yellow-age-2"
"140",409064000,252.152,0.04208,423015000,258.181,0.0427969,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",40,"D1-F0-G0-X1-yellow-age-2"
"141",401797000,235.105,0.04208,415192000,249.87,0.0429784,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",41,"D1-F0-G0-X1-yellow-age-2"
"142",394115000,198.229,0.04208,406917000,213.138,0.0428304,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",42,"D1-F0-G0-X1-yellow-age-2"
"143",386094000,250.683,0.04208,398403000,259.12,0.0426659,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",43,"D1-F0-G0-X1-yellow-age-2"
"144",377995000,379.72,0.04208,389916000,389.394,0.0427713,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",44,"D1-F0-G0-X1-yellow-age-2"
"145",370204000,211.716,0.04208,381753000,215.716,0.0427665,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",45,"D1-F0-G0-X1-yellow-age-2"
"146",363107000,382.864,0.04208,374342000,390.59,0.0427015,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",46,"D1-F0-G0-X1-yellow-age-2"
"147",356926000,282.565,0.04208,367928000,289.398,0.0426279,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",47,"D1-F0-G0-X1-yellow-age-2"
"148",351606000,123.651,0.04208,362444000,128.236,0.0430387,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",48,"D1-F0-G0-X1-yellow-age-2"
"149",346852000,86.4367,0.04208,357421000,92.2763,0.0431893,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",49,"D1-F0-G0-X1-yellow-age-2"
"150",342310000,122.771,0.04208,352572000,133.959,0.042871,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",50,"D1-F0-G0-X1-yellow-age-2"
"151",337739000,265.61,0.04208,347788000,272.896,0.0433199,"D1-F0-G0-X1-yellow-age",2,"D1","F0","G0","X1","yellow-age",51,"D1-F0-G0-X1-yellow-age-2"
