"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","F","G","X","species","year","ID"
"4259",1835690,7751400,0.195096,1078040,5583480,0.341763,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",59,"D2-F0-G1-X2-hake-age-1"
"4260",1409010,225110,0.195096,864156,758508,0.327774,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",60,"D2-F0-G1-X2-hake-age-1"
"4261",1081620,12772300,0.195096,716467,11047500,0.298374,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",61,"D2-F0-G1-X2-hake-age-1"
"4262",1221460,1082010,0.195096,872438,911410,0.281234,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",62,"D2-F0-G1-X2-hake-age-1"
"4263",1558860,93738,0.195096,1121460,744613,0.282137,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",63,"D2-F0-G1-X2-hake-age-1"
"4264",2048750,3518610,0.195096,1532810,1933720,0.268083,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",64,"D2-F0-G1-X2-hake-age-1"
"4265",2528380,1397960,0.195096,1908630,1166260,0.268892,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",65,"D2-F0-G1-X2-hake-age-1"
"4266",2272930,3643130,0.195096,1661120,2396830,0.282725,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",66,"D2-F0-G1-X2-hake-age-1"
"4267",1916830,5553990,0.195096,1316020,4968350,0.298234,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",67,"D2-F0-G1-X2-hake-age-1"
"4268",1671200,373671,0.195096,1045300,790982,0.338217,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",68,"D2-F0-G1-X2-hake-age-1"
"4269",1505390,812122,0.195096,857655,928543,0.363431,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",69,"D2-F0-G1-X2-hake-age-1"
"4270",1528750,187008,0.195096,857883,705724,0.370823,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",70,"D2-F0-G1-X2-hake-age-1"
"4271",1475470,1138980,0.195096,830700,1052550,0.367708,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",71,"D2-F0-G1-X2-hake-age-1"
"4272",1217910,708800,0.195096,652671,781041,0.392314,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",72,"D2-F0-G1-X2-hake-age-1"
"4273",939581,2345880,0.195096,475378,1326450,0.42205,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",73,"D2-F0-G1-X2-hake-age-1"
"4274",717843,2211830,0.195096,346984,936060,0.438517,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",74,"D2-F0-G1-X2-hake-age-1"
"4275",575219,1548690,0.195096,268378,637249,0.445143,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",75,"D2-F0-G1-X2-hake-age-1"
"4276",515064,10257700,0.195096,227696,9865180,0.49067,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",76,"D2-F0-G1-X2-hake-age-1"
"4277",527260,389003,0.195096,201148,370195,0.6046,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",77,"D2-F0-G1-X2-hake-age-1"
"4278",551699,128136,0.195096,176009,295737,0.636672,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",78,"D2-F0-G1-X2-hake-age-1"
"4279",734831,110801,0.195096,338431,432377,0.42733,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",79,"D2-F0-G1-X2-hake-age-1"
"4280",889574,2113240,0.195096,481480,1348590,0.387586,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",80,"D2-F0-G1-X2-hake-age-1"
"4281",769124,77973.3,0.195096,381463,464396,0.430948,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",81,"D2-F0-G1-X2-hake-age-1"
"4282",598782,4477810,0.195096,258201,4217070,0.516187,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",82,"D2-F0-G1-X2-hake-age-1"
"4283",496459,1378110,0.195096,185557,729162,0.596107,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",83,"D2-F0-G1-X2-hake-age-1"
"4284",445449,252791,0.195096,152405,303226,0.610144,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",84,"D2-F0-G1-X2-hake-age-1"
"4285",474019,79768.4,0.195096,200576,330464,0.469688,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",85,"D2-F0-G1-X2-hake-age-1"
"4286",560379,450004,0.195096,269724,568801,0.432759,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",86,"D2-F0-G1-X2-hake-age-1"
"4287",549905,427074,0.195096,238206,483022,0.512771,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",87,"D2-F0-G1-X2-hake-age-1"
"4288",472367,188509,0.195096,171366,318506,0.623914,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",88,"D2-F0-G1-X2-hake-age-1"
"4289",390675,1015510,0.195096,120909,420117,0.72473,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",89,"D2-F0-G1-X2-hake-age-1"
"4290",331468,5802930,0.195096,93389.4,4926320,0.810515,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",90,"D2-F0-G1-X2-hake-age-1"
"4291",285000,596190,0.195096,72027.5,225988,0.943474,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",91,"D2-F0-G1-X2-hake-age-1"
"4292",288522,257927,0.195096,72261.1,191998,0.691711,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",92,"D2-F0-G1-X2-hake-age-1"
"4293",501442,686219,0.195096,230471,639622,0.429021,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",93,"D2-F0-G1-X2-hake-age-1"
"4294",753045,149675,0.195096,386404,627864,0.414383,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",94,"D2-F0-G1-X2-hake-age-1"
"4295",764711,819584,0.195096,337437,963157,0.509699,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",95,"D2-F0-G1-X2-hake-age-1"
"4296",689946,806693,0.195096,250843,804553,0.630523,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",96,"D2-F0-G1-X2-hake-age-1"
"4297",599781,1089840,0.195096,196029,728763,0.68469,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",97,"D2-F0-G1-X2-hake-age-1"
"4298",525851,1442680,0.195096,181677,678668,0.586885,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",98,"D2-F0-G1-X2-hake-age-1"
"4299",505632,8149730,0.195096,201723,749574,0.51116,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",99,"D2-F0-G1-X2-hake-age-1"
"4300",528230,1773960,0.195096,221670,723057,0.508454,"D2-F0-G1-X2-hake-age",1,"D2","F0","G1","X2","hake-age",100,"D2-F0-G1-X2-hake-age-1"
"4301",5007440,4686810,0,4379470,3091270,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",1,"D2-F0-G1-X2-hake-age-2"
"4302",5007550,799815,0,4379470,1560960,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",2,"D2-F0-G1-X2-hake-age-2"
"4303",5015350,38386500,0,4380570,1497050,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",3,"D2-F0-G1-X2-hake-age-2"
"4304",5087680,1545250,0,4387460,28241100,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",4,"D2-F0-G1-X2-hake-age-2"
"4305",5248170,408105,0,4326250,1338340,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",5,"D2-F0-G1-X2-hake-age-2"
"4306",7119050,2431080,0,4280040,2512020,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",6,"D2-F0-G1-X2-hake-age-2"
"4307",9859250,196663,0,5594320,287837,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",7,"D2-F0-G1-X2-hake-age-2"
"4308",10610100,168856,0,7578190,217890,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",8,"D2-F0-G1-X2-hake-age-2"
"4309",10249300,585081,0,8216650,897914,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",9,"D2-F0-G1-X2-hake-age-2"
"4310",9402740,502577,0,8010790,528350,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",10,"D2-F0-G1-X2-hake-age-2"
"4311",8258840,58518.8,0,7301750,101108,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",11,"D2-F0-G1-X2-hake-age-2"
"4312",7079410,272672,0,6430460,307024,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",12,"D2-F0-G1-X2-hake-age-2"
"4313",6001650,158926,0,5572110,172253,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",13,"D2-F0-G1-X2-hake-age-2"
"4314",5035260,13217100,0,4748560,14550000,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",14,"D2-F0-G1-X2-hake-age-2"
"4315",4187140,1429790,0,3994940,1490120,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",15,"D2-F0-G1-X2-hake-age-2"
"4316",3538650,4449140,0,3416040,4353470,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",16,"D2-F0-G1-X2-hake-age-2"
"4317",3703150,15026100,0,3698870,15860800,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",17,"D2-F0-G1-X2-hake-age-2"
"4318",4392780,4684990,0,4528930,4529320,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",18,"D2-F0-G1-X2-hake-age-2"
"4319",4822560,3705500,0,5021010,3809140,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",19,"D2-F0-G1-X2-hake-age-2"
"4320",5772420,1119470,0,6023810,1120470,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",20,"D2-F0-G1-X2-hake-age-2"
"4321",6967770,467241,0,7266110,380638,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",21,"D2-F0-G1-X2-hake-age-2"
"4322",7512420,2118200,0,7807500,2334120,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",22,"D2-F0-G1-X2-hake-age-2"
"4323",7456510,9862300,0,7730540,9871010,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",23,"D2-F0-G1-X2-hake-age-2"
"4324",6936130,5197230,0,7174690,5130690,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",24,"D2-F0-G1-X2-hake-age-2"
"4325",6320890,3492950,0,6529550,3484870,0,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",25,"D2-F0-G1-X2-hake-age-2"
"4326",6220060,120855,0.195096,6410360,107807,0.192377,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",26,"D2-F0-G1-X2-hake-age-2"
"4327",5575830,7608810,0.195096,5724560,8014040,0.195741,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",27,"D2-F0-G1-X2-hake-age-2"
"4328",4904530,388656,0.195096,5002270,329443,0.195629,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",28,"D2-F0-G1-X2-hake-age-2"
"4329",4082980,907230,0.195096,4147650,916637,0.196855,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",29,"D2-F0-G1-X2-hake-age-2"
"4330",3534600,473161,0.195096,3594230,537144,0.195742,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",30,"D2-F0-G1-X2-hake-age-2"
"4331",3209750,659020,0.195096,3279420,573339,0.194092,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",31,"D2-F0-G1-X2-hake-age-2"
"4332",2628510,446371,0.195096,2690700,457983,0.194304,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",32,"D2-F0-G1-X2-hake-age-2"
"4333",2060000,13811800,0.195096,2112880,14462800,0.193223,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",33,"D2-F0-G1-X2-hake-age-2"
"4334",1584960,6411600,0.195096,1627160,6519010,0.193564,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",34,"D2-F0-G1-X2-hake-age-2"
"4335",1290630,907692,0.195096,1321800,889782,0.19523,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",35,"D2-F0-G1-X2-hake-age-2"
"4336",1791420,281990,0.195096,1850330,310783,0.189724,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",36,"D2-F0-G1-X2-hake-age-2"
"4337",2807300,1593960,0.195096,2920790,1601520,0.192624,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",37,"D2-F0-G1-X2-hake-age-2"
"4338",3089310,3753310,0.195096,3212810,3659780,0.188862,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",38,"D2-F0-G1-X2-hake-age-2"
"4339",2717840,621738,0.195096,2838260,608516,0.189167,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",39,"D2-F0-G1-X2-hake-age-2"
"4340",2244560,1904080,0.195096,2351330,1895860,0.189697,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",40,"D2-F0-G1-X2-hake-age-2"
"4341",2002190,1575090,0.195096,2085920,1587880,0.190895,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",41,"D2-F0-G1-X2-hake-age-2"
"4342",1839070,987410,0.195096,1898110,1035850,0.195074,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",42,"D2-F0-G1-X2-hake-age-2"
"4343",1680110,1925980,0.195096,1718350,2033260,0.192752,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",43,"D2-F0-G1-X2-hake-age-2"
"4344",1619990,6279510,0.195096,1649780,6305480,0.195827,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",44,"D2-F0-G1-X2-hake-age-2"
"4345",1572140,1247880,0.195096,1597760,1251410,0.197456,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",45,"D2-F0-G1-X2-hake-age-2"
"4346",1605690,6729870,0.195096,1635880,6735460,0.195217,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",46,"D2-F0-G1-X2-hake-age-2"
"4347",2081820,3041440,0.195096,2122760,3081630,0.196711,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",47,"D2-F0-G1-X2-hake-age-2"
"4348",2714470,315215,0.195096,2754920,354262,0.197975,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",48,"D2-F0-G1-X2-hake-age-2"
"4349",3366200,119853,0.195096,3396440,123044,0.198589,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",49,"D2-F0-G1-X2-hake-age-2"
"4350",4162030,330422,0.195096,4182520,325981,0.196804,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",50,"D2-F0-G1-X2-hake-age-2"
"4351",4242740,2919310,0.195096,4263920,2919420,0.19636,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",51,"D2-F0-G1-X2-hake-age-2"
"4352",3581810,1166760,0.195096,3602860,1174530,0.194808,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",52,"D2-F0-G1-X2-hake-age-2"
"4353",2730020,317831,0.195096,2749370,333201,0.198137,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",53,"D2-F0-G1-X2-hake-age-2"
"4354",2268270,883163,0.195096,2276740,877058,0.19686,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",54,"D2-F0-G1-X2-hake-age-2"
"4355",2102340,881611,0.195096,2106850,895902,0.19869,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",55,"D2-F0-G1-X2-hake-age-2"
"4356",1793060,120663,0.195096,1793100,143586,0.197833,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",56,"D2-F0-G1-X2-hake-age-2"
"4357",1451580,1321010,0.195096,1449840,1379750,0.195791,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",57,"D2-F0-G1-X2-hake-age-2"
"4358",1199040,9969850,0.195096,1198720,10150400,0.200895,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",58,"D2-F0-G1-X2-hake-age-2"
"4359",967624,1193760,0.195096,966129,1142020,0.199109,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",59,"D2-F0-G1-X2-hake-age-2"
"4360",854286,263688,0.195096,858200,283151,0.199075,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",60,"D2-F0-G1-X2-hake-age-2"
"4361",1309010,162620,0.195096,1326230,184089,0.197406,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",61,"D2-F0-G1-X2-hake-age-2"
"4362",1877450,201119,0.195096,1902950,182357,0.197501,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",62,"D2-F0-G1-X2-hake-age-2"
"4363",1791150,3175270,0.195096,1809630,3185860,0.19751,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",63,"D2-F0-G1-X2-hake-age-2"
"4364",1440690,179628,0.195096,1453200,184644,0.197095,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",64,"D2-F0-G1-X2-hake-age-2"
"4365",1089200,7231050,0.195096,1096970,7345830,0.196373,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",65,"D2-F0-G1-X2-hake-age-2"
"4366",931943,836060,0.195096,936341,907854,0.198288,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",66,"D2-F0-G1-X2-hake-age-2"
"4367",894881,999991,0.195096,897118,984804,0.199466,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",67,"D2-F0-G1-X2-hake-age-2"
"4368",1034750,14832.3,0.195096,1039300,23336.5,0.19937,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",68,"D2-F0-G1-X2-hake-age-2"
"4369",1228410,2992570,0.195096,1238500,2868160,0.197488,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",69,"D2-F0-G1-X2-hake-age-2"
"4370",1127300,2872090,0.195096,1138350,3004440,0.201774,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",70,"D2-F0-G1-X2-hake-age-2"
"4371",924909,206605,0.195096,928388,270917,0.198987,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",71,"D2-F0-G1-X2-hake-age-2"
"4372",798652,1577440,0.195096,795147,1532120,0.201795,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",72,"D2-F0-G1-X2-hake-age-2"
"4373",805623,4609340,0.195096,798197,4923370,0.201211,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",73,"D2-F0-G1-X2-hake-age-2"
"4374",758037,2128540,0.195096,754871,2171450,0.206075,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",74,"D2-F0-G1-X2-hake-age-2"
"4375",663497,1914020,0.195096,658835,2003750,0.201919,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",75,"D2-F0-G1-X2-hake-age-2"
"4376",688300,1607860,0.195096,690776,1662140,0.199921,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",76,"D2-F0-G1-X2-hake-age-2"
"4377",751701,370123,0.195096,764646,366524,0.196531,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",77,"D2-F0-G1-X2-hake-age-2"
"4378",730619,136449,0.195096,747816,123156,0.196595,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",78,"D2-F0-G1-X2-hake-age-2"
"4379",665073,643957,0.195096,682978,634402,0.192636,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",79,"D2-F0-G1-X2-hake-age-2"
"4380",559353,330208,0.195096,576683,325035,0.192185,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",80,"D2-F0-G1-X2-hake-age-2"
"4381",428459,54249.8,0.195096,442493,53391.6,0.19154,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",81,"D2-F0-G1-X2-hake-age-2"
"4382",326793,515226,0.195096,337393,550192,0.194493,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",82,"D2-F0-G1-X2-hake-age-2"
"4383",262429,660616,0.195096,269610,685069,0.195646,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",83,"D2-F0-G1-X2-hake-age-2"
"4384",210193,4297030,0.195096,214920,4415290,0.195146,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",84,"D2-F0-G1-X2-hake-age-2"
"4385",175929,1181820,0.195096,180053,1143710,0.196623,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",85,"D2-F0-G1-X2-hake-age-2"
"4386",178835,206826,0.195096,183788,179165,0.19682,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",86,"D2-F0-G1-X2-hake-age-2"
"4387",290186,2605710,0.195096,298374,2612220,0.19407,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",87,"D2-F0-G1-X2-hake-age-2"
"4388",441394,548649,0.195096,452357,566415,0.197356,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",88,"D2-F0-G1-X2-hake-age-2"
"4389",477167,2506290,0.195096,484566,2560210,0.197932,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",89,"D2-F0-G1-X2-hake-age-2"
"4390",507159,1667690,0.195096,510726,1607110,0.198674,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",90,"D2-F0-G1-X2-hake-age-2"
"4391",554797,293270,0.195096,556573,289640,0.202544,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",91,"D2-F0-G1-X2-hake-age-2"
"4392",601252,9921520,0.195096,601564,10202800,0.200996,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",92,"D2-F0-G1-X2-hake-age-2"
"4393",682326,1761410,0.195096,680292,1731990,0.201184,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",93,"D2-F0-G1-X2-hake-age-2"
"4394",722867,1498870,0.195096,716522,1630250,0.204221,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",94,"D2-F0-G1-X2-hake-age-2"
"4395",1051480,253162,0.195096,1051650,266626,0.199662,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",95,"D2-F0-G1-X2-hake-age-2"
"4396",1521170,140052,0.195096,1533210,160383,0.197475,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",96,"D2-F0-G1-X2-hake-age-2"
"4397",1604460,870615,0.195096,1621750,877485,0.196221,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",97,"D2-F0-G1-X2-hake-age-2"
"4398",1466390,643219,0.195096,1489520,696958,0.195274,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",98,"D2-F0-G1-X2-hake-age-2"
"4399",1215960,3234930,0.195096,1239840,3821930,0.198447,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",99,"D2-F0-G1-X2-hake-age-2"
"4400",995907,612219,0.195096,1014930,27511.5,0.196214,"D2-F0-G1-X2-hake-age",2,"D2","F0","G1","X2","hake-age",100,"D2-F0-G1-X2-hake-age-2"
"4401",5007440,2874270,0,12559800,8514850,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",1,"D2-F0-G1-X2-hake-age-3"
"4402",5007370,1308140,0,12559700,3501260,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",2,"D2-F0-G1-X2-hake-age-3"
"4403",5005080,195622,0,12560900,3506560,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",3,"D2-F0-G1-X2-hake-age-3"
"4404",4971430,225620,0,12554000,3512800,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",4,"D2-F0-G1-X2-hake-age-3"
"4405",4807840,133558,0,12281700,3516060,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",5,"D2-F0-G1-X2-hake-age-3"
"4406",4436780,4987150,0,11600900,3516330,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",6,"D2-F0-G1-X2-hake-age-3"
"4407",3926140,2683510,0,10765800,3512820,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",7,"D2-F0-G1-X2-hake-age-3"
"4408",3410010,5379290,0,9928480,3519440,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",8,"D2-F0-G1-X2-hake-age-3"
"4409",3188690,1257890,0,9158410,3495010,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",9,"D2-F0-G1-X2-hake-age-3"
"4410",3306510,3728580,0,8483800,3513480,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",10,"D2-F0-G1-X2-hake-age-3"
"4411",3581230,396211,0,7910560,3473920,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",11,"D2-F0-G1-X2-hake-age-3"
"4412",3844910,391240,0,7431980,3472100,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",12,"D2-F0-G1-X2-hake-age-3"
"4413",3961550,6659930,0,7037060,3596260,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",13,"D2-F0-G1-X2-hake-age-3"
"4414",3947680,1664690,0,6712980,3506900,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",14,"D2-F0-G1-X2-hake-age-3"
"4415",3711250,1841330,0,6447150,3547430,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",15,"D2-F0-G1-X2-hake-age-3"
"4416",3700620,933891,0,6236800,3518540,0,"D2-F0-G1-X2-hake-age",3,"D2","F0","G1","X2","hake-age",16,"D2-F0-G1-X2-hake-age-3"
