"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","F","G","X","species","year","E","ID"
"3410",580486000,309.157,0,589715000,321.143,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",10,NA,"D2-F0-G0-X2-yellow-age-7"
"3411",580370000,165.887,0,589603000,186.191,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",11,NA,"D2-F0-G0-X2-yellow-age-7"
"3412",580186000,402.458,0,589430000,414.479,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",12,NA,"D2-F0-G0-X2-yellow-age-7"
"3413",579908000,142.358,0,589184000,138.9,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",13,NA,"D2-F0-G0-X2-yellow-age-7"
"3414",579509000,325.762,0,588854000,338.171,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",14,NA,"D2-F0-G0-X2-yellow-age-7"
"3415",578977000,193.979,0,588462000,194.473,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",15,NA,"D2-F0-G0-X2-yellow-age-7"
"3416",578309000,192.889,0,588042000,212.769,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",16,NA,"D2-F0-G0-X2-yellow-age-7"
"3417",577521000,194.855,0,587649000,186.861,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",17,NA,"D2-F0-G0-X2-yellow-age-7"
"3418",576634000,268.738,0,587325000,264.385,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",18,NA,"D2-F0-G0-X2-yellow-age-7"
"3419",575676000,493.833,0,587097000,508.963,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",19,NA,"D2-F0-G0-X2-yellow-age-7"
"3420",574673000,106.579,0,586962000,125.691,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",20,NA,"D2-F0-G0-X2-yellow-age-7"
"3421",573615000,170.276,0,586854000,176.41,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",21,NA,"D2-F0-G0-X2-yellow-age-7"
"3422",572453000,230.386,0,586652000,250.496,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",22,NA,"D2-F0-G0-X2-yellow-age-7"
"3423",571121000,610.682,0,586228000,658.362,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",23,NA,"D2-F0-G0-X2-yellow-age-7"
"3424",569614000,217.961,0,585532000,250.439,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",24,NA,"D2-F0-G0-X2-yellow-age-7"
"3425",567988000,187.74,0,584602000,209.711,0,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",25,NA,"D2-F0-G0-X2-yellow-age-7"
"3426",566324000,182.068,0.04208,583515000,199.436,0.0425797,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",26,NA,"D2-F0-G0-X2-yellow-age-7"
"3427",542958000,56.4564,0.04208,559714000,63.2028,0.0429858,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",27,NA,"D2-F0-G0-X2-yellow-age-7"
"3428",520997000,155.826,0.04208,537038000,157.217,0.0429358,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",28,NA,"D2-F0-G0-X2-yellow-age-7"
"3429",500417000,374.617,0.04208,515739000,393.996,0.043075,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",29,NA,"D2-F0-G0-X2-yellow-age-7"
"3430",481227000,443.963,0.04208,495768000,467.863,0.0437598,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",30,NA,"D2-F0-G0-X2-yellow-age-7"
"3431",463477000,392.329,0.04208,476977000,402.625,0.0426622,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",31,NA,"D2-F0-G0-X2-yellow-age-7"
"3432",447238000,300.946,0.04208,460267000,314.862,0.0430265,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",32,NA,"D2-F0-G0-X2-yellow-age-7"
"3433",432527000,217.919,0.04208,445043000,234.836,0.0427904,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",33,NA,"D2-F0-G0-X2-yellow-age-7"
"3434",419272000,512.136,0.04208,431533000,533.597,0.0428375,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",34,NA,"D2-F0-G0-X2-yellow-age-7"
"3435",407356000,221.463,0.04208,419527000,239.765,0.0421005,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",35,NA,"D2-F0-G0-X2-yellow-age-7"
"3436",396637000,212.397,0.04208,409182000,228.791,0.0426703,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",36,NA,"D2-F0-G0-X2-yellow-age-7"
"3437",386947000,93.294,0.04208,399806000,101.12,0.0426294,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",37,NA,"D2-F0-G0-X2-yellow-age-7"
"3438",378020000,168.523,0.04208,391318000,167.107,0.042472,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",38,NA,"D2-F0-G0-X2-yellow-age-7"
"3439",369566000,218.251,0.04208,383390000,236.775,0.042214,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",39,NA,"D2-F0-G0-X2-yellow-age-7"
"3440",361428000,327.174,0.04208,375823000,342.894,0.0422657,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",40,NA,"D2-F0-G0-X2-yellow-age-7"
"3441",353729000,206.102,0.04208,368581000,211.439,0.0422714,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",41,NA,"D2-F0-G0-X2-yellow-age-7"
"3442",346835000,212.872,0.04208,362035000,238.763,0.0427232,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",42,NA,"D2-F0-G0-X2-yellow-age-7"
"3443",341180000,104.306,0.04208,356494000,100.307,0.0418637,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",43,NA,"D2-F0-G0-X2-yellow-age-7"
"3444",337027000,101.698,0.04208,352670000,111.606,0.0421523,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",44,NA,"D2-F0-G0-X2-yellow-age-7"
"3445",334312000,96.539,0.04208,350157000,102.83,0.0423796,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",45,NA,"D2-F0-G0-X2-yellow-age-7"
"3446",332655000,181.28,0.04208,348615000,182.88,0.0420053,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",46,NA,"D2-F0-G0-X2-yellow-age-7"
"3447",331493000,52.6471,0.04208,347672000,58.979,0.042111,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",47,NA,"D2-F0-G0-X2-yellow-age-7"
"3448",330257000,125.958,0.04208,346604000,137.053,0.0421911,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",48,NA,"D2-F0-G0-X2-yellow-age-7"
"3449",328471000,208.182,0.04208,344928000,218.077,0.0421854,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",49,NA,"D2-F0-G0-X2-yellow-age-7"
"3450",325816000,186.555,0.04208,342333000,201.926,0.0419866,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",50,NA,"D2-F0-G0-X2-yellow-age-7"
"3451",322191000,105.089,0.04208,338763000,119.815,0.0420314,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",51,NA,"D2-F0-G0-X2-yellow-age-7"
"3452",317721000,245.51,0.04208,334266000,263.378,0.0430633,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",52,NA,"D2-F0-G0-X2-yellow-age-7"
"3453",312653000,276.915,0.04208,328804000,297.132,0.0424073,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",53,NA,"D2-F0-G0-X2-yellow-age-7"
"3454",307196000,180.44,0.04208,323116000,195.333,0.0422184,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",54,NA,"D2-F0-G0-X2-yellow-age-7"
"3455",301414000,148.01,0.04208,317128000,154.652,0.0416696,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",55,NA,"D2-F0-G0-X2-yellow-age-7"
"3456",295239000,64.6687,0.04208,310869000,67.5564,0.0421837,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",56,NA,"D2-F0-G0-X2-yellow-age-7"
"3457",288560000,106.719,0.04208,303920000,107.443,0.0423879,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",57,NA,"D2-F0-G0-X2-yellow-age-7"
"3458",281344000,249.516,0.04208,296341000,264.95,0.0418868,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",58,NA,"D2-F0-G0-X2-yellow-age-7"
"3459",273702000,152.151,0.04208,288445000,170.116,0.0415272,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",59,NA,"D2-F0-G0-X2-yellow-age-7"
"3460",265875000,267.614,0.04208,280439000,286.452,0.0421111,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",60,NA,"D2-F0-G0-X2-yellow-age-7"
"3461",258178000,67.8565,0.04208,272417000,71.0519,0.0416438,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",61,NA,"D2-F0-G0-X2-yellow-age-7"
"3462",250918000,108.807,0.04208,264989000,108.528,0.042253,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",62,NA,"D2-F0-G0-X2-yellow-age-7"
"3463",244351000,135.187,0.04208,258165000,141.151,0.0421383,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",63,NA,"D2-F0-G0-X2-yellow-age-7"
"3464",238626000,114.263,0.04208,252290000,122.089,0.0415113,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",64,NA,"D2-F0-G0-X2-yellow-age-7"
"3465",233773000,236.917,0.04208,247501000,241.774,0.042047,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",65,NA,"D2-F0-G0-X2-yellow-age-7"
"3466",229709000,202.539,0.04208,243434000,225.831,0.0418599,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",66,NA,"D2-F0-G0-X2-yellow-age-7"
"3467",226254000,212.118,0.04208,240045000,244.672,0.0417392,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",67,NA,"D2-F0-G0-X2-yellow-age-7"
"3468",223165000,265.868,0.04208,237040000,266.334,0.0417864,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",68,NA,"D2-F0-G0-X2-yellow-age-7"
"3469",220203000,188.25,0.04208,234119000,189.921,0.0415879,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",69,NA,"D2-F0-G0-X2-yellow-age-7"
"3470",217224000,79.6831,0.04208,231177000,87.3335,0.0416503,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",70,NA,"D2-F0-G0-X2-yellow-age-7"
"3471",214229000,125.862,0.04208,228161000,143.23,0.041871,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",71,NA,"D2-F0-G0-X2-yellow-age-7"
"3472",211308000,133.879,0.04208,225149000,134.828,0.041371,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",72,NA,"D2-F0-G0-X2-yellow-age-7"
"3473",208550000,85.239,0.04208,222387000,86.8603,0.0415388,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",73,NA,"D2-F0-G0-X2-yellow-age-7"
"3474",205961000,119.538,0.04208,219751000,130.824,0.041301,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",74,NA,"D2-F0-G0-X2-yellow-age-7"
"3475",203510000,200.889,0.04208,217282000,212.504,0.0415324,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",75,NA,"D2-F0-G0-X2-yellow-age-7"
"3476",201181000,305.543,0.04208,214870000,298.24,0.0411523,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",76,NA,"D2-F0-G0-X2-yellow-age-7"
"3477",199039000,319.031,0.04208,212706000,329.51,0.0413089,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",77,NA,"D2-F0-G0-X2-yellow-age-7"
"3478",197224000,147.662,0.04208,210842000,159.11,0.0416976,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",78,NA,"D2-F0-G0-X2-yellow-age-7"
"3479",195884000,211.014,0.04208,209409000,223.419,0.0412636,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",79,NA,"D2-F0-G0-X2-yellow-age-7"
"3480",195084000,253.455,0.04208,208635000,266.326,0.0418018,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",80,NA,"D2-F0-G0-X2-yellow-age-7"
"3481",194735000,66.1692,0.04208,208248000,75.0498,0.0420056,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",81,NA,"D2-F0-G0-X2-yellow-age-7"
"3482",194621000,332.097,0.04208,208068000,340.918,0.0409729,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",82,NA,"D2-F0-G0-X2-yellow-age-7"
"3483",194461000,120.947,0.04208,208010000,125.097,0.0413826,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",83,NA,"D2-F0-G0-X2-yellow-age-7"
"3484",194020000,132.788,0.04208,207551000,143.393,0.0418166,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",84,NA,"D2-F0-G0-X2-yellow-age-7"
"3485",193217000,46.8781,0.04208,206600000,52.6253,0.0418984,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",85,NA,"D2-F0-G0-X2-yellow-age-7"
"3486",192162000,433.812,0.04208,205336000,455.62,0.0409078,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",86,NA,"D2-F0-G0-X2-yellow-age-7"
"3487",191130000,232.071,0.04208,204240000,256.756,0.0417664,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",87,NA,"D2-F0-G0-X2-yellow-age-7"
"3488",190462000,126.823,0.04208,203326000,140.157,0.0412943,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",88,NA,"D2-F0-G0-X2-yellow-age-7"
"3489",190462000,163.883,0.04208,203157000,183.187,0.0412146,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",89,NA,"D2-F0-G0-X2-yellow-age-7"
"3490",191276000,358.882,0.04208,203825000,336.471,0.0419752,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",90,NA,"D2-F0-G0-X2-yellow-age-7"
"3491",192842000,75.1893,0.04208,205135000,95.1485,0.0414594,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",91,NA,"D2-F0-G0-X2-yellow-age-7"
"3492",194901000,306.162,0.04208,207073000,271.823,0.0417041,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",92,NA,"D2-F0-G0-X2-yellow-age-7"
"3493",197130000,389.09,0.04208,209185000,393.453,0.0420907,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",93,NA,"D2-F0-G0-X2-yellow-age-7"
"3494",199244000,141.753,0.04208,211158000,164.468,0.0417079,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",94,NA,"D2-F0-G0-X2-yellow-age-7"
"3495",201073000,89.0576,0.04208,212955000,153.792,0.0416192,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",95,NA,"D2-F0-G0-X2-yellow-age-7"
"3496",202565000,99.3341,0.04208,214457000,150.455,0.0413245,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",96,NA,"D2-F0-G0-X2-yellow-age-7"
"3497",203764000,268.393,0.04208,215743000,225.231,0.0419088,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",97,NA,"D2-F0-G0-X2-yellow-age-7"
"3498",204798000,123.142,0.04208,216777000,185.925,0.0417617,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",98,NA,"D2-F0-G0-X2-yellow-age-7"
"3499",205844000,129.161,0.04208,217884000,183.001,0.042518,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",99,NA,"D2-F0-G0-X2-yellow-age-7"
"3500",207071000,159.496,0.04208,219060000,187.647,0.0420347,"D2-F0-G0-X2-yellow-age",7,"D2","F0","G0","X2","yellow-age",100,NA,"D2-F0-G0-X2-yellow-age-7"
"3501",580652000,129.544,0,609471000,153.023,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",1,NA,"D2-F0-G0-X2-yellow-age-8"
"3502",580649000,176.979,0,609468000,181.079,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",2,NA,"D2-F0-G0-X2-yellow-age-8"
"3503",580644000,263.915,0,609463000,272.753,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",3,NA,"D2-F0-G0-X2-yellow-age-8"
"3504",580636000,283.527,0,609455000,285.829,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",4,NA,"D2-F0-G0-X2-yellow-age-8"
"3505",580620000,205.227,0,609439000,223.931,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",5,NA,"D2-F0-G0-X2-yellow-age-8"
"3506",580590000,203.218,0,609410000,211.084,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",6,NA,"D2-F0-G0-X2-yellow-age-8"
"3507",580537000,388.562,0,609357000,421.887,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",7,NA,"D2-F0-G0-X2-yellow-age-8"
"3508",580444000,164.873,0,609265000,171.314,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",8,NA,"D2-F0-G0-X2-yellow-age-8"
"3509",580283000,236.596,0,609105000,262.928,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",9,NA,"D2-F0-G0-X2-yellow-age-8"
"3510",580012000,177.121,0,608836000,197.057,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",10,NA,"D2-F0-G0-X2-yellow-age-8"
"3511",579569000,143.924,0,608396000,154.96,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",11,NA,"D2-F0-G0-X2-yellow-age-8"
"3512",578874000,596.835,0,607703000,641.823,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",12,NA,"D2-F0-G0-X2-yellow-age-8"
"3513",577839000,262.702,0,606669000,262.972,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",13,NA,"D2-F0-G0-X2-yellow-age-8"
"3514",576384000,157.253,0,605208000,176.287,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",14,NA,"D2-F0-G0-X2-yellow-age-8"
"3515",574491000,274.483,0,603299000,302.866,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",15,NA,"D2-F0-G0-X2-yellow-age-8"
"3516",572233000,66.9097,0,601010000,78.9331,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",16,NA,"D2-F0-G0-X2-yellow-age-8"
"3517",569760000,88.2376,0,598491000,102.649,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",17,NA,"D2-F0-G0-X2-yellow-age-8"
"3518",567246000,114.049,0,595933000,128.429,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",18,NA,"D2-F0-G0-X2-yellow-age-8"
"3519",564826000,134.637,0,593491000,140.057,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",19,NA,"D2-F0-G0-X2-yellow-age-8"
"3520",562566000,442.763,0,591259000,465.175,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",20,NA,"D2-F0-G0-X2-yellow-age-8"
"3521",560479000,140.436,0,589271000,145.724,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",21,NA,"D2-F0-G0-X2-yellow-age-8"
"3522",558540000,181.161,0,587510000,195.057,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",22,NA,"D2-F0-G0-X2-yellow-age-8"
"3523",556738000,121.156,0,585961000,128.861,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",23,NA,"D2-F0-G0-X2-yellow-age-8"
"3524",555094000,267.658,0,584635000,275.867,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",24,NA,"D2-F0-G0-X2-yellow-age-8"
"3525",553647000,339.054,0,583554000,361.55,0,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",25,NA,"D2-F0-G0-X2-yellow-age-8"
"3526",552361000,322.798,0.04208,582662000,355.308,0.0417406,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",26,NA,"D2-F0-G0-X2-yellow-age-8"
"3527",529924000,216.99,0.04208,559634000,238.867,0.0412957,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",27,NA,"D2-F0-G0-X2-yellow-age-8"
"3528",508427000,220.918,0.04208,537773000,238.027,0.041997,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",28,NA,"D2-F0-G0-X2-yellow-age-8"
"3529",487487000,371.769,0.04208,516099000,394.372,0.0411734,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",29,NA,"D2-F0-G0-X2-yellow-age-8"
"3530",466905000,257.936,0.04208,495155000,277.467,0.0418223,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",30,NA,"D2-F0-G0-X2-yellow-age-8"
"3531",446754000,126.584,0.04208,474301000,134.216,0.0418051,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",31,NA,"D2-F0-G0-X2-yellow-age-8"
"3532",427350000,185.503,0.04208,454180000,194.103,0.0408443,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",32,NA,"D2-F0-G0-X2-yellow-age-8"
"3533",409120000,348.482,0.04208,435607000,354.074,0.0411792,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",33,NA,"D2-F0-G0-X2-yellow-age-8"
"3534",392425000,233.976,0.04208,418394000,253.86,0.0403752,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",34,NA,"D2-F0-G0-X2-yellow-age-8"
"3535",377442000,70.2557,0.04208,403182000,79.0518,0.040597,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",35,NA,"D2-F0-G0-X2-yellow-age-8"
"3536",364174000,101.676,0.04208,389586000,105.997,0.0401568,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",36,NA,"D2-F0-G0-X2-yellow-age-8"
"3537",352571000,147.201,0.04208,377826000,164.991,0.041269,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",37,NA,"D2-F0-G0-X2-yellow-age-8"
"3538",342599000,539.838,0.04208,367361000,585.53,0.0412608,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",38,NA,"D2-F0-G0-X2-yellow-age-8"
"3539",334201000,196.431,0.04208,358566000,206.857,0.0411279,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",39,NA,"D2-F0-G0-X2-yellow-age-8"
"3540",327230000,245.17,0.04208,351336000,259.823,0.0414523,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",40,NA,"D2-F0-G0-X2-yellow-age-8"
"3541",321436000,85.0742,0.04208,345264000,93.7015,0.0409438,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",41,NA,"D2-F0-G0-X2-yellow-age-8"
"3542",316509000,289.824,0.04208,340263000,303.872,0.0405466,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",42,NA,"D2-F0-G0-X2-yellow-age-8"
"3543",312136000,100.627,0.04208,335934000,105.623,0.041133,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",43,NA,"D2-F0-G0-X2-yellow-age-8"
"3544",308029000,359.125,0.04208,331658000,361.209,0.0410931,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",44,NA,"D2-F0-G0-X2-yellow-age-8"
"3545",303978000,193.121,0.04208,327395000,199.3,0.0402863,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",45,NA,"D2-F0-G0-X2-yellow-age-8"
"3546",299856000,98.745,0.04208,323234000,103.929,0.0405557,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",46,NA,"D2-F0-G0-X2-yellow-age-8"
"3547",295632000,154.897,0.04208,318839000,165.136,0.0412084,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",47,NA,"D2-F0-G0-X2-yellow-age-8"
"3548",291333000,153.545,0.04208,314160000,158.35,0.0401379,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",48,NA,"D2-F0-G0-X2-yellow-age-8"
"3549",287039000,285.626,0.04208,309797000,297.876,0.0402316,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",49,NA,"D2-F0-G0-X2-yellow-age-8"
"3550",282909000,315.132,0.04208,305600000,342.325,0.0398965,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",50,NA,"D2-F0-G0-X2-yellow-age-8"
"3551",279171000,233.341,0.04208,301927000,251.406,0.0409872,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",51,NA,"D2-F0-G0-X2-yellow-age-8"
"3552",275994000,277.004,0.04208,298558000,277.796,0.0409784,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",52,NA,"D2-F0-G0-X2-yellow-age-8"
"3553",273366000,415.692,0.04208,295764000,421.316,0.0414748,"D2-F0-G0-X2-yellow-age",8,"D2","F0","G0","X2","yellow-age",53,NA,"D2-F0-G0-X2-yellow-age-8"
