"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","D","F","G","X","species","year","E","ID"
"1",580652000,243.225,0,588514000,244.852,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",1,NA,"D1-F0-G0-X1-yellow-age-7"
"2",580651000,192.691,0,588513000,217.661,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",2,NA,"D1-F0-G0-X1-yellow-age-7"
"3",580650000,411.606,0,588512000,413.929,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",3,NA,"D1-F0-G0-X1-yellow-age-7"
"4",580649000,153.667,0,588511000,172.157,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",4,NA,"D1-F0-G0-X1-yellow-age-7"
"5",580644000,178.8,0,588508000,180.588,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",5,NA,"D1-F0-G0-X1-yellow-age-7"
"6",580636000,286.521,0,588501000,292.622,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",6,NA,"D1-F0-G0-X1-yellow-age-7"
"7",580622000,467.73,0,588491000,512.305,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",7,NA,"D1-F0-G0-X1-yellow-age-7"
"8",580600000,145.997,0,588475000,151.547,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",8,NA,"D1-F0-G0-X1-yellow-age-7"
"9",580558000,127.438,0,588444000,140.265,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",9,NA,"D1-F0-G0-X1-yellow-age-7"
"10",580486000,309.157,0,588392000,335.272,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",10,NA,"D1-F0-G0-X1-yellow-age-7"
"11",580370000,165.887,0,588309000,180.525,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",11,NA,"D1-F0-G0-X1-yellow-age-7"
"12",580186000,402.458,0,588180000,420.2,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",12,NA,"D1-F0-G0-X1-yellow-age-7"
"13",579908000,142.358,0,587991000,138.23,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",13,NA,"D1-F0-G0-X1-yellow-age-7"
"14",579509000,325.762,0,587730000,326.914,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",14,NA,"D1-F0-G0-X1-yellow-age-7"
"15",578977000,193.979,0,587398000,197.632,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",15,NA,"D1-F0-G0-X1-yellow-age-7"
"16",578309000,192.889,0,587008000,206.41,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",16,NA,"D1-F0-G0-X1-yellow-age-7"
"17",577521000,194.855,0,586582000,206.444,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",17,NA,"D1-F0-G0-X1-yellow-age-7"
"18",576634000,268.738,0,586142000,266.875,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",18,NA,"D1-F0-G0-X1-yellow-age-7"
"19",575676000,493.833,0,585713000,511.287,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",19,NA,"D1-F0-G0-X1-yellow-age-7"
"20",574673000,106.579,0,585320000,118.545,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",20,NA,"D1-F0-G0-X1-yellow-age-7"
"21",573615000,170.276,0,584949000,181.061,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",21,NA,"D1-F0-G0-X1-yellow-age-7"
"22",572453000,230.386,0,584531000,236.691,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",22,NA,"D1-F0-G0-X1-yellow-age-7"
"23",571121000,610.682,0,583975000,637.269,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",23,NA,"D1-F0-G0-X1-yellow-age-7"
"24",569614000,217.961,0,583240000,234.905,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",24,NA,"D1-F0-G0-X1-yellow-age-7"
"25",567988000,187.74,0,582342000,197.083,0,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",25,NA,"D1-F0-G0-X1-yellow-age-7"
"26",566324000,182.068,0.04208,581329000,198.482,0.0430665,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",26,NA,"D1-F0-G0-X1-yellow-age-7"
"27",542958000,56.4564,0.04208,557470000,61.7005,0.0430663,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",27,NA,"D1-F0-G0-X1-yellow-age-7"
"28",520997000,155.826,0.04208,534953000,168.851,0.0433667,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",28,NA,"D1-F0-G0-X1-yellow-age-7"
"29",500417000,374.617,0.04208,513637000,390.499,0.043503,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",29,NA,"D1-F0-G0-X1-yellow-age-7"
"30",481227000,443.963,0.04208,493665000,474.364,0.0434636,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",30,NA,"D1-F0-G0-X1-yellow-age-7"
"31",463477000,392.329,0.04208,475207000,415.157,0.0424598,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",31,NA,"D1-F0-G0-X1-yellow-age-7"
"32",447238000,300.946,0.04208,458761000,310.028,0.0431407,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",32,NA,"D1-F0-G0-X1-yellow-age-7"
"33",432527000,217.919,0.04208,443619000,228.66,0.0432336,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",33,NA,"D1-F0-G0-X1-yellow-age-7"
"34",419272000,512.136,0.04208,429988000,522.919,0.0426443,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",34,NA,"D1-F0-G0-X1-yellow-age-7"
"35",407356000,221.463,0.04208,418013000,235.673,0.0429738,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",35,NA,"D1-F0-G0-X1-yellow-age-7"
"36",396637000,212.397,0.04208,407187000,211.496,0.0431453,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",36,NA,"D1-F0-G0-X1-yellow-age-7"
"37",386947000,93.294,0.04208,397400000,90.8199,0.0429072,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",37,NA,"D1-F0-G0-X1-yellow-age-7"
"38",378020000,168.523,0.04208,388525000,176.187,0.0431808,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",38,NA,"D1-F0-G0-X1-yellow-age-7"
"39",369566000,218.251,0.04208,380069000,232.173,0.0426833,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",39,NA,"D1-F0-G0-X1-yellow-age-7"
"40",361428000,327.174,0.04208,372127000,342.626,0.0428535,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",40,NA,"D1-F0-G0-X1-yellow-age-7"
"41",353729000,206.102,0.04208,364582000,218.622,0.0428946,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",41,NA,"D1-F0-G0-X1-yellow-age-7"
"42",346835000,212.872,0.04208,357851000,227.314,0.0430084,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",42,NA,"D1-F0-G0-X1-yellow-age-7"
"43",341180000,104.306,0.04208,352349000,112.028,0.0427926,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",43,NA,"D1-F0-G0-X1-yellow-age-7"
"44",337027000,101.698,0.04208,348436000,109.302,0.0428129,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",44,NA,"D1-F0-G0-X1-yellow-age-7"
"45",334312000,96.539,0.04208,345954000,100.849,0.0423087,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",45,NA,"D1-F0-G0-X1-yellow-age-7"
"46",332655000,181.28,0.04208,344648000,194.002,0.042764,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",46,NA,"D1-F0-G0-X1-yellow-age-7"
"47",331493000,52.6471,0.04208,343629000,53.3018,0.0425316,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",47,NA,"D1-F0-G0-X1-yellow-age-7"
"48",330257000,125.958,0.04208,342516000,125.277,0.0428838,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",48,NA,"D1-F0-G0-X1-yellow-age-7"
"49",328471000,208.182,0.04208,340648000,219.654,0.0428768,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",49,NA,"D1-F0-G0-X1-yellow-age-7"
"50",325816000,186.555,0.04208,337824000,205.885,0.0425438,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",50,NA,"D1-F0-G0-X1-yellow-age-7"
"51",322191000,105.089,0.04208,334067000,111.075,0.0426801,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",51,NA,"D1-F0-G0-X1-yellow-age-7"
"52",317721000,245.51,0.04208,329392000,256.314,0.0427275,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",52,NA,"D1-F0-G0-X1-yellow-age-7"
"53",312653000,276.915,0.04208,324109000,293.059,0.0427508,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",53,NA,"D1-F0-G0-X1-yellow-age-7"
"54",307196000,180.44,0.04208,318460000,193.855,0.0426934,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",54,NA,"D1-F0-G0-X1-yellow-age-7"
"55",301414000,148.01,0.04208,312535000,160.886,0.042358,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",55,NA,"D1-F0-G0-X1-yellow-age-7"
"56",295239000,64.6687,0.04208,306329000,70.6829,0.0423796,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",56,NA,"D1-F0-G0-X1-yellow-age-7"
"57",288560000,106.719,0.04208,299608000,111.097,0.0428243,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",57,NA,"D1-F0-G0-X1-yellow-age-7"
"58",281344000,249.516,0.04208,292207000,260.794,0.042416,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",58,NA,"D1-F0-G0-X1-yellow-age-7"
"59",273702000,152.151,0.04208,284463000,158.711,0.0426172,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",59,NA,"D1-F0-G0-X1-yellow-age-7"
"60",265875000,267.614,0.04208,276453000,290.413,0.0422386,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",60,NA,"D1-F0-G0-X1-yellow-age-7"
"61",258178000,67.8565,0.04208,268652000,75.378,0.0427964,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",61,NA,"D1-F0-G0-X1-yellow-age-7"
"62",250918000,108.807,0.04208,261156000,115.916,0.0421482,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",62,NA,"D1-F0-G0-X1-yellow-age-7"
"63",244351000,135.187,0.04208,254536000,144.732,0.0425684,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",63,NA,"D1-F0-G0-X1-yellow-age-7"
"64",238626000,114.263,0.04208,248704000,125.776,0.0424619,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",64,NA,"D1-F0-G0-X1-yellow-age-7"
"65",233773000,236.917,0.04208,243824000,252.8,0.0426516,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",65,NA,"D1-F0-G0-X1-yellow-age-7"
"66",229709000,202.539,0.04208,239742000,218.762,0.0418545,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",66,NA,"D1-F0-G0-X1-yellow-age-7"
"67",226254000,212.118,0.04208,236476000,217.446,0.0419356,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",67,NA,"D1-F0-G0-X1-yellow-age-7"
"68",223165000,265.868,0.04208,233569000,276.762,0.0424799,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",68,NA,"D1-F0-G0-X1-yellow-age-7"
"69",220203000,188.25,0.04208,230675000,194.715,0.0426113,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",69,NA,"D1-F0-G0-X1-yellow-age-7"
"70",217224000,79.6831,0.04208,227727000,80.6133,0.0424209,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",70,NA,"D1-F0-G0-X1-yellow-age-7"
"71",214229000,125.862,0.04208,224784000,133.776,0.0420503,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",71,NA,"D1-F0-G0-X1-yellow-age-7"
"72",211308000,133.879,0.04208,221978000,142.359,0.0422558,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",72,NA,"D1-F0-G0-X1-yellow-age-7"
"73",208550000,85.239,0.04208,219288000,84.6616,0.0418957,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",73,NA,"D1-F0-G0-X1-yellow-age-7"
"74",205961000,119.538,0.04208,216841000,128.847,0.0418694,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",74,NA,"D1-F0-G0-X1-yellow-age-7"
"75",203510000,200.889,0.04208,214540000,205.228,0.0421313,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",75,NA,"D1-F0-G0-X1-yellow-age-7"
"76",201181000,305.543,0.04208,212312000,326.123,0.0419461,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",76,NA,"D1-F0-G0-X1-yellow-age-7"
"77",199039000,319.031,0.04208,210306000,331.837,0.0419533,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",77,NA,"D1-F0-G0-X1-yellow-age-7"
"78",197224000,147.662,0.04208,208620000,156.316,0.0417518,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",78,NA,"D1-F0-G0-X1-yellow-age-7"
"79",195884000,211.014,0.04208,207435000,221.718,0.0417118,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",79,NA,"D1-F0-G0-X1-yellow-age-7"
"80",195084000,253.455,0.04208,206774000,250.181,0.0417009,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",80,NA,"D1-F0-G0-X1-yellow-age-7"
"81",194735000,66.1692,0.04208,206531000,68.8511,0.0417143,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",81,NA,"D1-F0-G0-X1-yellow-age-7"
"82",194621000,332.097,0.04208,206473000,357.142,0.041712,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",82,NA,"D1-F0-G0-X1-yellow-age-7"
"83",194461000,120.947,0.04208,206316000,131.405,0.0418201,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",83,NA,"D1-F0-G0-X1-yellow-age-7"
"84",194020000,132.788,0.04208,205807000,135.569,0.0417794,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",84,NA,"D1-F0-G0-X1-yellow-age-7"
"85",193217000,46.8781,0.04208,204900000,49.7427,0.0418787,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",85,NA,"D1-F0-G0-X1-yellow-age-7"
"86",192162000,433.812,0.04208,203699000,451.112,0.041771,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",86,NA,"D1-F0-G0-X1-yellow-age-7"
"87",191130000,232.071,0.04208,202535000,255.537,0.0421095,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",87,NA,"D1-F0-G0-X1-yellow-age-7"
"88",190462000,126.823,0.04208,201692000,133.709,0.0411687,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",88,NA,"D1-F0-G0-X1-yellow-age-7"
"89",190462000,163.883,0.04208,201714000,178.184,0.0418785,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",89,NA,"D1-F0-G0-X1-yellow-age-7"
"90",191276000,358.882,0.04208,202462000,370.574,0.0419703,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",90,NA,"D1-F0-G0-X1-yellow-age-7"
"91",192842000,75.1893,0.04208,203982000,86.7124,0.042193,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",91,NA,"D1-F0-G0-X1-yellow-age-7"
"92",194901000,306.162,0.04208,205978000,286.523,0.0425218,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",92,NA,"D1-F0-G0-X1-yellow-age-7"
"93",197130000,389.09,0.04208,208094000,401.093,0.0422475,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",93,NA,"D1-F0-G0-X1-yellow-age-7"
"94",199244000,141.753,0.04208,210144000,186.626,0.0423742,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",94,NA,"D1-F0-G0-X1-yellow-age-7"
"95",201073000,89.0576,0.04208,211890000,98.6481,0.0420125,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",95,NA,"D1-F0-G0-X1-yellow-age-7"
"96",202565000,99.3341,0.04208,213376000,138.095,0.0414777,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",96,NA,"D1-F0-G0-X1-yellow-age-7"
"97",203764000,268.393,0.04208,214688000,191.548,0.0420178,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",97,NA,"D1-F0-G0-X1-yellow-age-7"
"98",204798000,123.142,0.04208,215757000,224.209,0.0417398,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",98,NA,"D1-F0-G0-X1-yellow-age-7"
"99",205844000,129.161,0.04208,216919000,206.3,0.0423864,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",99,NA,"D1-F0-G0-X1-yellow-age-7"
"100",207071000,159.496,0.04208,218169000,260.186,0.0423367,"D1-F0-G0-X1-yellow-age",7,"D1","F0","G0","X1","yellow-age",100,NA,"D1-F0-G0-X1-yellow-age-7"
"101",580652000,129.544,0,608698000,143.863,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",1,NA,"D1-F0-G0-X1-yellow-age-8"
"102",580649000,176.979,0,608695000,202.652,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",2,NA,"D1-F0-G0-X1-yellow-age-8"
"103",580644000,263.915,0,608690000,269.418,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",3,NA,"D1-F0-G0-X1-yellow-age-8"
"104",580636000,283.527,0,608682000,278.068,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",4,NA,"D1-F0-G0-X1-yellow-age-8"
"105",580620000,205.227,0,608667000,219.315,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",5,NA,"D1-F0-G0-X1-yellow-age-8"
"106",580590000,203.218,0,608637000,190.125,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",6,NA,"D1-F0-G0-X1-yellow-age-8"
"107",580537000,388.562,0,608584000,409.459,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",7,NA,"D1-F0-G0-X1-yellow-age-8"
"108",580444000,164.873,0,608493000,176.189,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",8,NA,"D1-F0-G0-X1-yellow-age-8"
"109",580283000,236.596,0,608332000,230.348,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",9,NA,"D1-F0-G0-X1-yellow-age-8"
"110",580012000,177.121,0,608062000,171.444,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",10,NA,"D1-F0-G0-X1-yellow-age-8"
"111",579569000,143.924,0,607620000,155.555,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",11,NA,"D1-F0-G0-X1-yellow-age-8"
"112",578874000,596.835,0,606925000,650.513,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",12,NA,"D1-F0-G0-X1-yellow-age-8"
"113",577839000,262.702,0,605885000,274.392,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",13,NA,"D1-F0-G0-X1-yellow-age-8"
"114",576384000,157.253,0,604415000,168.359,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",14,NA,"D1-F0-G0-X1-yellow-age-8"
"115",574491000,274.483,0,602483000,295.365,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",15,NA,"D1-F0-G0-X1-yellow-age-8"
"116",572233000,66.9097,0,600147000,71.658,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",16,NA,"D1-F0-G0-X1-yellow-age-8"
"117",569760000,88.2376,0,597532000,95.772,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",17,NA,"D1-F0-G0-X1-yellow-age-8"
"118",567246000,114.049,0,594800000,119.804,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",18,NA,"D1-F0-G0-X1-yellow-age-8"
"119",564826000,134.637,0,592082000,134.631,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",19,NA,"D1-F0-G0-X1-yellow-age-8"
"120",562566000,442.763,0,589459000,476.016,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",20,NA,"D1-F0-G0-X1-yellow-age-8"
"121",560479000,140.436,0,586973000,158.572,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",21,NA,"D1-F0-G0-X1-yellow-age-8"
"122",558540000,181.161,0,584631000,196.324,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",22,NA,"D1-F0-G0-X1-yellow-age-8"
"123",556738000,121.156,0,582453000,121.462,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",23,NA,"D1-F0-G0-X1-yellow-age-8"
"124",555094000,267.658,0,580498000,289.719,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",24,NA,"D1-F0-G0-X1-yellow-age-8"
"125",553647000,339.054,0,578836000,350.206,0,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",25,NA,"D1-F0-G0-X1-yellow-age-8"
"126",552361000,322.798,0.04208,577448000,321.03,0.0418524,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",26,NA,"D1-F0-G0-X1-yellow-age-8"
"127",529924000,216.99,0.04208,554184000,226.318,0.0421602,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",27,NA,"D1-F0-G0-X1-yellow-age-8"
"128",508427000,220.918,0.04208,531827000,231.874,0.0422457,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",28,NA,"D1-F0-G0-X1-yellow-age-8"
"129",487487000,371.769,0.04208,510066000,385.882,0.0419682,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",29,NA,"D1-F0-G0-X1-yellow-age-8"
"130",466905000,257.936,0.04208,488829000,275.199,0.0426028,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",30,NA,"D1-F0-G0-X1-yellow-age-8"
"131",446754000,126.584,0.04208,467754000,130.418,0.0425484,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",31,NA,"D1-F0-G0-X1-yellow-age-8"
"132",427350000,185.503,0.04208,447493000,187.122,0.0422343,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",32,NA,"D1-F0-G0-X1-yellow-age-8"
"133",409120000,348.482,0.04208,428592000,372.623,0.0419571,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",33,NA,"D1-F0-G0-X1-yellow-age-8"
"134",392425000,233.976,0.04208,411401000,255.143,0.0418559,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",34,NA,"D1-F0-G0-X1-yellow-age-8"
"135",377442000,70.2557,0.04208,396021000,69.6597,0.0419005,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",35,NA,"D1-F0-G0-X1-yellow-age-8"
"136",364174000,101.676,0.04208,382385000,107.953,0.0419081,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",36,NA,"D1-F0-G0-X1-yellow-age-8"
"137",352571000,147.201,0.04208,370437000,150.875,0.0422076,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",37,NA,"D1-F0-G0-X1-yellow-age-8"
"138",342599000,539.838,0.04208,360023000,558.566,0.0421965,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",38,NA,"D1-F0-G0-X1-yellow-age-8"
"139",334201000,196.431,0.04208,351185000,213.817,0.0416758,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",39,NA,"D1-F0-G0-X1-yellow-age-8"
"140",327230000,245.17,0.04208,343929000,248.812,0.0420218,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",40,NA,"D1-F0-G0-X1-yellow-age-8"
"141",321436000,85.0742,0.04208,337739000,87.6279,0.0420893,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",41,NA,"D1-F0-G0-X1-yellow-age-8"
"142",316509000,289.824,0.04208,332410000,310.019,0.0420599,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",42,NA,"D1-F0-G0-X1-yellow-age-8"
"143",312136000,100.627,0.04208,327674000,102.338,0.0418199,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",43,NA,"D1-F0-G0-X1-yellow-age-8"
"144",308029000,359.125,0.04208,323310000,372.7,0.0419032,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",44,NA,"D1-F0-G0-X1-yellow-age-8"
"145",303978000,193.121,0.04208,319009000,204.949,0.0420806,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",45,NA,"D1-F0-G0-X1-yellow-age-8"
"146",299856000,98.745,0.04208,314618000,102.381,0.0417999,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",46,NA,"D1-F0-G0-X1-yellow-age-8"
"147",295632000,154.897,0.04208,310229000,165.467,0.0420981,"D1-F0-G0-X1-yellow-age",8,"D1","F0","G0","X1","yellow-age",47,NA,"D1-F0-G0-X1-yellow-age-8"
