"yr" "seas" "gender" "growpattern" "birthseas" "fleet" "age0" "age1" "age2" "age3" "age4" "age5" "age6" "age7" "age8" "age9" "age10" "age11" "age12" "age13" "age14" "age15" "age16" "age17" "age18" "age19" "age20" "age21" "age22" "age23" "age24" "age25"
"58" 58 1 1 1 1 1 0.0311902 0.270910258735648 1.18300404706211 2.73337047427164 4.68626394459697 6.87434172667401 9.13050589418843 11.3387172855112 13.3690110029073 15.1581416463696 16.7076203773131 18.2819888627703 19.0418107006415 20.1481485141768 21.1661896548365 22.0577954280333 22.7338852639334 23.3717632873601 NA 23.8419041025137 25.2285325312787 NA NA NA NA 25.2787513614912
"59" 59 1 1 1 1 1 0.0311902 0.249384480658706 1.19043489322136 2.72146888816743 4.70922819927401 6.91618190523005 9.15510070882793 11.3364505266399 13.394746224748 15.1692952887989 16.7919614860393 18.3923833800048 19.4691536092053 20.5034401575516 21.3823837575119 NA 22.5171565498797 23.7593471929602 NA NA 25.6264443705999 25.1390678105591 24.2742556442831 24.8668202936979 24.0496403247492 25.2268783582938
"60" 60 1 1 1 1 1 0.0311902 0.276493176160455 1.20357407408568 2.7258152758394 4.73047089108061 6.89854494410749 9.14747758327147 11.343629098619 13.2127664118711 15.167715933865 17.1012748674742 18.1406357537192 19.2302133334436 20.5334138841238 20.9765892764389 22.7788890679409 22.7448780581674 22.6348825766401 22.890748293875 24.2858077863837 24.8591084019825 24.7535496663537 25.0616308350322 NA NA NA
"61" 61 1 1 1 1 1 0.0311902 0.260220957533665 1.18526872652408 2.72794641559543 4.70203303725339 6.88217137758381 9.1335846486796 11.2504596423749 13.5404610401738 15.160316381814 16.8254255908904 18.341291082384 19.3643575678707 20.5970372038236 21.4110572885469 22.1758795054029 23.0102512714307 23.3193119253868 NA NA NA NA NA NA NA NA
"62" 62 1 1 1 1 1 0.0311902 0.274801370404652 1.17528304749156 2.73291796043524 4.70523708360024 6.88519178511445 9.04572515379899 11.2716132725665 13.5199229595826 15.1739827247021 16.8485225419982 18.2389232878219 19.5915238542517 20.4145240904326 21.004771722556 22.2651938801682 23.2021067577876 24.3190247434956 NA NA NA NA NA NA NA 26.0796322693474
"63" 63 1 1 1 1 1 0.0311902 0.271941814959049 1.19143060403969 2.74985142142225 4.69621415269117 6.99639920300155 9.17738263840064 11.4067829086961 13.2553669775227 15.3893793635385 16.9011215184937 18.3026677721454 19.752718057711 20.566305220918 21.5458348655479 22.400881417743 21.6085796134299 24.7366137925474 23.8164547490029 24.4033906226886 24.0214753054576 24.3557082895781 NA 23.834313786143 NA NA
"64" 64 1 1 1 1 1 0.0311902 0.258530427678274 1.18280981243876 2.72651553537637 4.67510156492755 6.92710904971643 9.09386545194544 11.461949741685 13.3133622776571 15.2974178599348 16.7300057446434 19.6201814383931 19.5344763176821 20.7279341249218 21.3755945922136 22.5530452665362 22.6136192230335 23.0700338604654 NA 23.691519556003 NA 25.202747616997 NA NA NA 25.3798504327815
"65" 65 1 1 1 1 1 0.0311902 0.269240319256824 1.18441694486418 2.73211206071112 4.679322199968 6.85741517288629 9.142692581618 11.3973682094416 13.2650060811791 15.0679160527487 16.7951433920198 18.2265808620718 19.1655457307196 20.5306230135358 21.6478139366331 22.1695678797844 23.1728518889477 23.2249973507761 24.3219763013075 24.0055510593514 23.6912245638225 NA NA NA NA NA
"66" 66 1 1 1 1 1 0.0311902 0.268569863958602 1.1946406395076 2.73229732254525 4.6712639392373 6.91025239290987 9.15522771455253 11.2674693826711 13.3989440244 15.144743343461 16.5231405010255 18.1443931616984 19.1899925834393 20.3785620597063 21.3062003758925 22.1037656036663 NA 22.8592053545585 NA NA 23.4531809395039 24.4363314008541 NA 25.1994317942358 23.4224953684301 25.1945870679783
"67" 67 1 1 1 1 1 0.0311902 0.264006724900485 1.18637871293888 2.72129561920201 4.75760052693645 6.83282111449401 9.13742961062033 11.5258875708949 13.2349583282338 15.4125580377252 17.2534528877462 18.1075985160105 19.3202080265217 20.2890976949101 22.243004685564 22.0116528145821 22.7047659251485 NA 23.761820586762 23.3901376337058 NA 25.2664915029082 NA 25.5109657397271 NA NA
"68" 68 1 1 1 1 1 0.0311902 0.271407128474534 1.19153167309048 2.73360070991265 4.68477711144406 6.83708524204212 9.20848593301156 11.2660548225273 13.3138844971958 15.1747903411483 16.7007252132615 18.2570762184267 18.9095763452239 20.7157978815037 21.345761426228 22.1399337196495 22.1055969368933 23.0177849269184 NA NA 24.100315894188 NA NA NA NA NA
"69" 69 1 1 1 1 1 0.0311902 0.271207396587144 1.18957960785552 2.71637197687558 4.70815660656194 6.88088792501478 9.14546633563806 11.4987299777663 13.3779461173939 15.139926475075 16.8593769100611 18.1965770777782 19.3881198420447 20.5182404883718 21.3156308396601 NA 22.6856110158786 NA 23.5325731561988 NA 24.5478854158267 NA 24.7510333861406 NA NA NA
"70" 70 1 1 1 1 1 0.0311902 0.267637294380538 1.19171072672402 2.72417358619555 4.66585037205825 6.88364309643819 9.1659361157404 11.3787629960611 13.3542924783596 15.2853759962026 16.6517295614128 18.3324051463775 20.3863250015824 20.3531418879719 20.8901226860752 22.3428304680608 NA NA 23.2391366081722 NA NA NA 24.5193699373017 NA NA NA
"71" 71 1 1 1 1 1 0.0311902 0.26383240771412 1.19510719014083 2.71325151180752 4.70325113273171 6.9145637307396 9.15167556364918 11.366840639064 13.4308528822533 15.2757848396928 16.9516989609979 18.2998008940722 19.3712692271922 20.5713197520782 21.0937763323077 22.6971972063875 23.1948008311111 NA NA NA 23.8818013500656 25.2958003035217 NA NA 24.5167369777069 25.4604118512477
"72" 72 1 1 1 1 1 0.0311902 0.27464072308481 1.18446981472476 2.74098133525164 4.68318690902781 6.90236365914045 9.16578250452718 11.3542096843626 13.5211208022209 15.5959829890697 16.874335475028 18.1263025789222 19.4021121901915 20.1369350811844 21.2678376304756 NA 23.1852565287307 22.8197348216116 NA NA 23.2345051101692 24.3302191666407 NA NA NA NA
"73" 73 1 1 1 1 1 0.0311902 0.265453855073366 1.18854085208289 2.73560713218267 4.73258393665002 6.87621462270059 9.10755936068951 11.3156826797567 13.3455909661843 15.0496459263051 16.832202526632 18.185415598371 19.3593048790942 20.0969103881897 21.1588858542809 21.7491288841691 20.8525617238548 22.8089918230771 24.3080359409235 NA NA 24.0079852380682 24.2608430723216 NA NA 25.3681140358698
"74" 74 1 1 1 1 1 0.0311902 0.268960938802106 1.19018869513497 2.71854283656847 4.70454585827816 6.84097588392286 9.13707315432037 11.3244510408564 13.2888161879047 15.2682722240477 16.8751371514846 17.8188498909167 19.4398625859972 20.6952654303698 NA 22.130531733595 22.3299546534323 NA NA 24.0589131712938 25.642927656932 NA NA NA NA NA
"75" 75 1 1 1 1 1 0.0311902 0.271543226555352 1.18390762278244 2.72125002398217 4.69993297750563 6.88270495831125 9.15769667251642 11.3479986471047 13.4100526554122 15.2355780333764 16.7417116113669 18.3038937805339 19.1688697882933 20.713700659379 21.2707808875797 22.1552399264546 22.4500692562397 24.3283707291873 NA 24.2541288884739 24.2567153770873 NA NA NA 25.2152782244686 25.100744939186
"76" 76 1 1 1 1 1 0.0311902 0.262347518243896 1.18803161746915 2.7173153332064 4.71246472817303 6.88287963682101 9.19194675045559 11.3298117762229 13.3275405940315 15.2299746712663 16.8857325754427 18.3189871318084 19.2624658598232 20.7549584222009 21.1542693321023 22.8113750880675 NA 23.2152743354913 23.903551839118 NA 24.3681614181013 23.7780357131244 24.8514641072448 NA NA NA
"77" 77 1 1 1 1 1 0.0311902 0.27365467406146 1.1908719498198 2.72060236837239 4.68417712545928 6.85055497559993 9.17819204591602 11.4027684222309 13.3005304984615 15.1735431489066 16.8044663225563 18.266448123676 19.0503921822978 20.3798551335112 21.1744760158684 NA 22.8384992524872 23.3915196567608 23.1983882065575 NA 24.4902731976542 NA NA 24.8264366742819 NA NA
"78" 78 1 1 1 1 1 0.0311902 0.270356324256627 1.18791053126092 2.72825968774888 4.68713573292785 6.92311471702786 9.14269531970177 11.3573091287269 13.3627393626698 15.1852686679223 16.8954004973376 18.4591452844658 19.3182907803215 20.8120347671679 21.3073693525634 21.9244064562203 NA 23.444087085706 23.7756854029786 NA NA 24.65663479877 24.4173842187931 NA NA 25.4441629908376
"79" 79 1 1 1 1 1 0.0311902 0.275474945496674 1.19342469014993 2.71986543505795 4.70360947088065 6.95501575785703 9.16782543479067 11.2826220900608 13.1870747620695 15.3461761616404 16.7745258342823 18.1864400116263 19.4618258305145 20.3390371088332 21.5357099668788 22.2095023022632 21.5279094598244 NA 23.24287584569 NA 23.052236242333 NA 26.0270906276528 NA 24.9284337208594 25.5748172969388
"80" 80 1 1 1 1 1 0.0311902 0.265922713310911 1.19638945388202 2.72978393403237 4.6936545216449 6.88735002642853 9.16432249446386 11.314519392572 13.4131812309201 15.262804872402 16.7651825011435 18.2498996293321 19.2749961127807 20.2873996706529 21.4433252269971 22.3169216719549 22.581328591267 NA 23.6828327849696 22.495771874043 NA 25.5576020223854 NA NA NA 24.4146200791839
"81" 81 1 1 1 1 1 0.0311902 0.270171137717841 1.18901065727322 2.70735880288276 4.71508136269582 6.92002250567906 9.19159463406145 11.3071720728384 13.333132099255 15.1636120078129 16.9750043625734 NA 19.0905421549689 20.5635005832657 21.4572989774057 21.8375148689429 22.356438167202 23.6776198286534 23.5211514795644 24.0225807151889 24.0735372204515 NA 24.3975052317371 NA NA NA
"82" 82 1 1 1 1 1 0.0311902 0.26028146557111 1.18979263446575 2.72862384808652 4.68636305182958 6.88589578281257 9.16513297354346 11.3957527708953 13.3197425667491 15.1838918949334 16.3759839327027 18.3859291053042 19.4478444710641 20.5909228118459 22.0933843016582 22.3556455472604 22.4680147250656 23.0778548023169 23.8610212712113 23.9330557798523 NA 24.6573981235166 NA NA NA NA
"83" 83 1 1 1 1 1 0.0311902 0.270862276379869 1.18608199647164 2.72745743064496 4.73244128346318 6.8724362955996 9.18069025548653 11.3562211101775 13.4604341746263 15.2159664643041 16.7687950522231 18.4458033414742 19.3883484290835 NA 21.5227720132455 22.4871320251462 22.6719149232175 23.1629423318463 23.0985519958972 NA NA NA 24.9919834684851 24.7070395815591 24.0817432284939 NA
"84" 84 1 1 1 1 1 0.0311902 0.270702451884479 1.18963912445837 2.71387004664176 4.70402226024489 6.90138011009982 9.13405409930188 11.3436859270784 13.3243100729119 15.1030675422897 16.993171473532 18.3531453859076 19.5400491893549 20.5751180319283 20.4677653986394 22.0500577883018 22.7128274983814 23.4663676371513 23.3360851615748 NA NA NA NA NA NA NA
"85" 85 1 1 1 1 1 0.0311902 0.268301806061711 1.18493352551096 2.7173948634499 4.6955586607423 6.96127356088019 9.07722586758111 11.1915526368729 13.452797040704 15.2319139320943 17.0794616965729 18.2955282185305 19.4608889558111 20.3032674197739 21.4012662734732 21.4445068789967 22.4268000240231 23.7470777287408 22.3965637086473 NA NA NA 25.2675573590603 NA NA 24.6590888574258
"86" 86 1 1 1 1 1 0.0311902 0.263036073266642 1.19706072470627 2.71463348554481 4.7106781138582 6.93702733449403 9.13680993402193 11.1847053656587 13.4602568720923 15.1905790973722 16.9053520112475 17.9077333172979 19.3195052587363 20.2894126220237 21.4711238883997 22.0467035611674 NA 23.5582819355653 NA 24.9391130497266 NA NA NA 24.5168347091494 NA 26.9900060355887
"87" 87 1 1 1 1 1 0.0311902 0.267590692109824 1.18527308166058 2.70424370347912 4.69125674868797 6.87251897197379 9.15726172480319 11.3347061938204 13.5490441527755 15.3357288302552 16.9704217310189 18.4741770591244 19.3305854276829 20.1187096145475 21.5682194429523 21.7579443141591 23.0519051735152 NA 23.846102939131 24.245644897781 NA NA 24.1399369913436 25.0718491352303 NA 25.4658600450903
"88" 88 1 1 1 1 1 0.0311902 0.273234439926114 1.18869707869607 2.71938919238508 4.67574149621491 6.92299387986745 9.15546376547155 11.1635707638126 13.3937675083417 15.1822172294631 16.4175254960714 17.8937567368192 19.4901480165016 20.2554041397098 21.4991285482701 21.4223298248651 22.4490732186732 23.3847284950599 23.942853277554 24.0757762839639 NA 25.0567622361128 24.5685694359861 NA NA NA
"89" 89 1 1 1 1 1 0.0311902 0.264655680922312 1.19047318466015 2.71619676457874 4.69884710634814 6.96717139763724 9.19955332793362 11.3716938565166 13.5226262837201 15.1533535707175 16.8414520280864 18.0941065454983 19.5076862959382 20.5657103396849 21.7256041484745 21.47054805411 22.0392801883179 23.0481307054349 21.9373362502625 NA NA NA NA NA 24.4978270312273 25.702954555756
"90" 90 1 1 1 1 1 0.0311902 0.272376780896854 1.19008620475734 2.72436063253778 4.68717034109209 6.92315171233655 9.11293982878557 11.3817551154346 13.4710334026501 15.2725885824643 16.7996837955315 18.0565296746908 19.5810318115055 20.6183257082853 21.358440958108 21.7223460119733 22.3958148010657 23.3159766106173 23.2785024839522 24.3217186956715 23.8350497480825 NA NA 25.2374791100083 NA 24.5808574031317
"91" 91 1 1 1 1 1 0.0311902 0.272134704978653 1.18532271334352 2.72967082793695 4.69987855690581 6.89768347329635 9.2677000329115 11.3598514192256 13.2678488484367 15.1625471326914 16.8955052339443 18.3110265730518 19.5482637619351 20.4783800992855 21.058786320962 21.917972259303 22.1644452499359 23.3506988355861 23.5768287505573 NA 25.902022616066 NA NA NA 23.7673572192838 NA
"92" 92 1 1 1 1 1 0.0311902 0.270709801393523 1.19789910803329 2.72425409763561 4.70213520069138 6.90269288621722 9.08757955401504 11.2971249382769 13.2753620222875 15.0396940468215 16.6300816180043 18.3144614888634 19.4435516734256 20.458052682352 21.5929400694886 21.7065341649318 22.65228829264 NA 24.5566893680889 23.8981270279164 24.7657889744985 26.3386051190712 NA NA NA NA
"93" 93 1 1 1 1 1 0.0311902 0.274389898627607 1.19034971183808 2.72533634302472 4.66548250724851 6.86881002108221 9.19217042938 11.3403089774254 13.4262888923639 15.2014877773369 16.8888681234544 18.3608601906695 NA 20.1235652026463 21.2568307946969 21.5527247430488 NA 23.2203297232402 23.4059538703558 24.4001245069917 25.0539928723938 24.0195570107677 24.3659343009005 NA NA NA
"94" 94 1 1 1 1 1 0.0311902 0.275046491927372 1.1793590451531 2.71461292440813 4.70738416535921 6.86368995615692 9.16593614808032 11.2972332559304 13.4891494580926 15.1712241081177 17.7053591369849 18.2185389360596 19.5206480478403 21.2964389789196 20.9249425301229 21.8372495819886 22.5048718651992 23.0371761863805 23.7832452257132 24.2005999169159 24.6048726631636 NA 23.8514809212418 NA NA NA
"95" 95 1 1 1 1 1 0.0311902 0.273060456390827 1.17894661893274 2.70549855259216 4.67169950794202 6.90779384503221 9.12137240198336 11.3761847227834 13.3935581638576 15.1474051748129 16.6012693117769 18.4081984427374 19.7209113081613 20.5225830924266 21.8733696273121 21.6095336907162 22.8968022611008 23.4818229834004 24.0059763281423 NA 24.2760797404463 NA 24.1851816978552 NA NA NA
"96" 96 1 1 1 1 1 0.0311902 0.269465755828363 1.17862706903062 2.71091465250607 4.68889716979449 6.92224462368312 9.14074319423411 11.3192558229789 13.4072796157797 15.1209376898976 16.6610461618116 18.0902068444761 19.5223893685748 20.2361265662398 21.2796855097017 NA NA 20.9525703503619 23.6646362321834 24.4157970749582 23.7422845422708 NA 24.3980047483553 NA NA NA
"97" 97 1 1 1 1 1 0.0311902 0.271245874372389 1.18553943572811 2.72842319847612 4.68929182777683 6.88716528654714 9.23048358806453 11.2428600006719 13.4676436810595 15.1225266814304 16.5443322368868 18.0829852756524 17.8400343950576 20.4774791519225 21.4664875408951 21.8978817833681 NA 22.2370813810351 NA 23.7855596423818 NA 23.814638524647 NA NA NA NA
"98" 98 1 1 1 1 1 0.0311902 0.269559251201912 1.18458982092232 2.73049558989925 4.7277495247581 6.91507663860152 9.21478269923255 11.2348272016 13.4017147174326 15.176221886374 16.5322305652207 18.3386451573243 19.4139069218719 NA 21.2591549100117 22.4832978515951 23.0309176925862 NA 24.0288258824022 23.7107598283134 24.7108747071412 25.1915100394083 24.1595486647246 NA NA NA
"99" 99 1 1 1 1 1 0.0311902 0.267929060899847 1.18304983279985 2.72508879032627 4.69997834056539 6.87221344403881 9.17371856868411 11.1975127338769 13.402898153742 15.1313502883771 16.7451771721725 18.6162691400415 19.5467211920275 20.192128044588 20.9691531693083 NA 22.6457528422102 NA 23.7195244426183 NA NA NA 24.3873875613769 24.6183232173972 25.336124253965 25.7713730681805
"100" 100 1 1 1 1 1 0.0311902 0.27395816708192 1.18859000071469 2.73014224407613 4.70502080076248 6.87978888329574 9.14073406767859 11.396050314301 13.2858672684666 15.038060375231 16.798607396272 18.1776264242037 18.9714453463335 20.6105432367232 20.901910053436 NA NA 23.1787117739893 23.0663555821849 NA 24.2056508319522 NA NA NA NA 24.1292387743265
