"","SpawnBio_om","Recruit_0_om","F_om","SpawnBio_em","Recruit_0_em","F_em","scenario","replicate","F","D","E","R","X","species","year","ID"
"940",2344400000,127898000,0.07,2662980000,133732000,0.0684273,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",40,"F0-D0-E0-R0-X0-cow-10"
"941",2230730000,134136000,0.07,2510730000,139752000,0.0684366,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",41,"F0-D0-E0-R0-X0-cow-10"
"942",2133200000,120424000,0.07,2411010000,126894000,0.0685029,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",42,"F0-D0-E0-R0-X0-cow-10"
"943",2077920000,114131000,0.07,2365280000,120891000,0.0685309,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",43,"F0-D0-E0-R0-X0-cow-10"
"944",2057550000,176309000,0.07,2353620000,180873000,0.06872,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",44,"F0-D0-E0-R0-X0-cow-10"
"945",2055250000,127824000,0.07,2374470000,134155000,0.0684928,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",45,"F0-D0-E0-R0-X0-cow-10"
"946",2078610000,97113600,0.07,2403920000,93447400,0.0688408,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",46,"F0-D0-E0-R0-X0-cow-10"
"947",2136500000,119111000,0.07,2489120000,116831000,0.068645,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",47,"F0-D0-E0-R0-X0-cow-10"
"948",2180830000,240970000,0.07,2504270000,251189000,0.0688228,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",48,"F0-D0-E0-R0-X0-cow-10"
"949",2202360000,123874000,0.07,2520040000,123730000,0.0692803,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",49,"F0-D0-E0-R0-X0-cow-10"
"950",2249480000,104990000,0.07,2583910000,112710000,0.069727,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",50,"F0-D0-E0-R0-X0-cow-10"
"951",2344460000,102292000,0.07,2696130000,102545000,0.0698314,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",51,"F0-D0-E0-R0-X0-cow-10"
"952",2404300000,68089500,0.07,2742410000,70785200,0.0699085,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",52,"F0-D0-E0-R0-X0-cow-10"
"953",2426330000,138281000,0.07,2737780000,140654000,0.070075,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",53,"F0-D0-E0-R0-X0-cow-10"
"954",2403710000,86481000,0.07,2688500000,89252200,0.070224,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",54,"F0-D0-E0-R0-X0-cow-10"
"955",2350110000,82069200,0.07,2622680000,86774500,0.0703012,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",55,"F0-D0-E0-R0-X0-cow-10"
"956",2300910000,35277300,0.07,2570400000,35127500,0.0700557,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",56,"F0-D0-E0-R0-X0-cow-10"
"957",2230750000,102655000,0.07,2469990000,109730000,0.070348,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",57,"F0-D0-E0-R0-X0-cow-10"
"958",2136430000,107699000,0.07,2339770000,113713000,0.0705869,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",58,"F0-D0-E0-R0-X0-cow-10"
"959",2022460000,78316000,0.07,2222680000,84805700,0.0706431,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",59,"F0-D0-E0-R0-X0-cow-10"
"960",1937130000,114862000,0.07,2147550000,124292000,0.0704535,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",60,"F0-D0-E0-R0-X0-cow-10"
"961",1871840000,122553000,0.07,2084960000,125123000,0.0701636,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",61,"F0-D0-E0-R0-X0-cow-10"
"962",1821700000,79681700,0.07,2038460000,87545800,0.0699722,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",62,"F0-D0-E0-R0-X0-cow-10"
"963",1806410000,133737000,0.07,2052930000,143626000,0.0691796,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",63,"F0-D0-E0-R0-X0-cow-10"
"964",1807620000,125013000,0.07,2061230000,132525000,0.0688825,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",64,"F0-D0-E0-R0-X0-cow-10"
"965",1812700000,103614000,0.07,2081090000,105448000,0.0689457,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",65,"F0-D0-E0-R0-X0-cow-10"
"966",1845100000,93569400,0.07,2148860000,99571400,0.0685498,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",66,"F0-D0-E0-R0-X0-cow-10"
"967",1883270000,105024000,0.07,2192750000,111707000,0.068113,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",67,"F0-D0-E0-R0-X0-cow-10"
"968",1909930000,120409000,0.07,2223140000,131324000,0.068214,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",68,"F0-D0-E0-R0-X0-cow-10"
"969",1923410000,80817100,0.07,2234160000,81873400,0.0681485,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",69,"F0-D0-E0-R0-X0-cow-10"
"970",1935690000,99337100,0.07,2257170000,105705000,0.0674573,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",70,"F0-D0-E0-R0-X0-cow-10"
"971",1943550000,76446400,0.07,2260490000,76300300,0.0675901,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",71,"F0-D0-E0-R0-X0-cow-10"
"972",1932930000,140637000,0.07,2253590000,151299000,0.0674807,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",72,"F0-D0-E0-R0-X0-cow-10"
"973",1913250000,91512100,0.07,2220540000,92529700,0.0673147,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",73,"F0-D0-E0-R0-X0-cow-10"
"974",1893270000,55013500,0.07,2206960000,61399700,0.0677819,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",74,"F0-D0-E0-R0-X0-cow-10"
"975",1895490000,110357000,0.07,2211110000,123372000,0.067581,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",75,"F0-D0-E0-R0-X0-cow-10"
"976",1877960000,76031900,0.07,2178820000,75143200,0.0678732,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",76,"F0-D0-E0-R0-X0-cow-10"
"977",1844180000,165171000,0.07,2136230000,182144000,0.0673925,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",77,"F0-D0-E0-R0-X0-cow-10"
"978",1818010000,87015800,0.07,2120750000,91716100,0.0672644,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",78,"F0-D0-E0-R0-X0-cow-10"
"979",1805090000,58749900,0.07,2116660000,62660400,0.0673682,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",79,"F0-D0-E0-R0-X0-cow-10"
"980",1830070000,127451000,0.07,2166220000,137452000,0.0670467,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",80,"F0-D0-E0-R0-X0-cow-10"
"981",1.832e+09,78090600,0.07,2160540000,87003100,0.0667838,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",81,"F0-D0-E0-R0-X0-cow-10"
"982",1821980000,31632400,0.07,2156440000,35333300,0.0665821,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",82,"F0-D0-E0-R0-X0-cow-10"
"983",1822980000,43956200,0.07,2163680000,44643400,0.0663353,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",83,"F0-D0-E0-R0-X0-cow-10"
"984",1791840000,100365000,0.07,2118470000,114250000,0.0660969,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",84,"F0-D0-E0-R0-X0-cow-10"
"985",1719010000,198658000,0.07,2019610000,220264000,0.0658844,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",85,"F0-D0-E0-R0-X0-cow-10"
"986",1640360000,102500000,0.07,1932560000,114978000,0.0655695,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",86,"F0-D0-E0-R0-X0-cow-10"
"987",1619230000,102334000,0.07,1955850000,114584000,0.0652687,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",87,"F0-D0-E0-R0-X0-cow-10"
"988",1669700000,118834000,0.07,2050750000,134672000,0.0651166,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",88,"F0-D0-E0-R0-X0-cow-10"
"989",1722120000,70673600,0.07,2134850000,86494900,0.0642264,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",89,"F0-D0-E0-R0-X0-cow-10"
"990",1777960000,89699000,0.07,2207840000,106151000,0.0643065,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",90,"F0-D0-E0-R0-X0-cow-10"
"991",1822850000,100252000,0.07,2278810000,121780000,0.0635724,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",91,"F0-D0-E0-R0-X0-cow-10"
"992",1834780000,70392700,0.07,2292630000,78818200,0.0629729,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",92,"F0-D0-E0-R0-X0-cow-10"
"993",1834650000,107628000,0.07,2.319e+09,135634000,0.0619992,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",93,"F0-D0-E0-R0-X0-cow-10"
"994",1822470000,153276000,0.07,2326670000,187869000,0.0613194,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",94,"F0-D0-E0-R0-X0-cow-10"
"995",1798540000,194555000,0.07,2317990000,233467000,0.0605143,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",95,"F0-D0-E0-R0-X0-cow-10"
"996",1801470000,115303000,0.07,2380230000,142541000,0.0597705,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",96,"F0-D0-E0-R0-X0-cow-10"
"997",1860790000,205277000,0.07,2516770000,238583000,0.0589002,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",97,"F0-D0-E0-R0-X0-cow-10"
"998",1960280000,58820700,0.07,2698900000,78143000,0.0583895,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",98,"F0-D0-E0-R0-X0-cow-10"
"999",2068300000,78247800,0.07,2871830000,103744000,0.0579656,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",99,"F0-D0-E0-R0-X0-cow-10"
"1000",2182090000,65273200,0.07,3033950000,150683000,0.057522,"F0-D0-E0-R0-X0-cow",10,"F0","D0","E0","R0","X0","cow",100,"F0-D0-E0-R0-X0-cow-10"
